首字母,等级,歌名,歌手,类型,技能,爆点,bar,box,开头描述,结尾描述,分数,指数
N,8,"你，有没有过","林俊杰",非押爆,极限,935,78,24,B - 左边单点、右边右滑条开始,B - 右下滑点,1806219,37 + 0.4
N,8,"你，有没有过","林俊杰",押爆,极限,935,78,28,B - 左边单点、右边右滑条开始,B - 左边单点,1810026,40 - 0.4
N,8,"你，有没有过","林俊杰",押爆,极限,933,78,20,B - 左边单点、右下单点,B - 右下滑点,1809681,39 + 0.4
N,8,"你，有没有过","林俊杰",押爆,极限,182,19,4,A - 左边单点,A - 左下单点,1809168,39 + 0.1
N,8,"你，有没有过","林俊杰",押爆,极限,933,78,19,B - 左边单点、右下单点,B - 右下滑点,1808989,39 + 0.0
N,8,"你，有没有过","林俊杰",押爆,极限,933,78,18,B - 左边单点、右下单点,B - 右边滑点,1808297,39 - 0.4
N,8,"你，有没有过","林俊杰",押爆,极限,935,78,23,B - 左边单点、右边右滑条开始,B - 右下滑点,1808295,39 - 0.4
N,8,"你，有没有过","林俊杰",押爆,极限,885,75,8,B - 左边右滑条中间、右边单点,B - 右下单点,1807958,38 + 0.4
N,8,"你，有没有过","林俊杰",押爆,极限,937,78,29,B - 右边右滑条中间,B - 左边单点,1807776,38 + 0.3
N,8,"你，有没有过","林俊杰",押爆,极限,931,78,12,B - 左下单点、右边单点,B - 右下滑点,1807607,38 + 0.2
N,8,"你，有没有过","林俊杰",押爆,极限,933,78,17,B - 左边单点、右下单点,B - 右边滑点,1807605,38 + 0.2
N,8,"你，有没有过","林俊杰",超极限,极限,933,78,20,B - 左边单点、右下单点,B - 右下滑点,1810373,40 - 0.2
N,8,"你，有没有过","林俊杰",超极限,极限,935,78,27,B - 左边单点、右边右滑条开始,B - 左边单点,1810026,40 - 0.4
N,8,"你，有没有过","林俊杰",超极限,极限,933,78,19,B - 左边单点、右下单点,B - 右下滑点,1809681,39 + 0.4
N,8,"你，有没有过","林俊杰",超极限,极限,182,19,3,A - 左边单点,A - 左下单点,1809168,39 + 0.1
N,8,"你，有没有过","林俊杰",超极限,极限,933,78,18,B - 左边单点、右下单点,B - 右下滑点,1808989,39 + 0.0
N,8,"你，有没有过","林俊杰",超极限,极限,885,75,7,B - 左边右滑条中间、右边单点,B - 右下单点,1808477,39 - 0.3
N,8,"你，有没有过","林俊杰",超极限,极限,931,78,12,B - 左下单点、右边单点,B - 右下滑点,1808299,39 - 0.4
N,8,"你，有没有过","林俊杰",超极限,极限,933,78,17,B - 左边单点、右下单点,B - 右边滑点,1808297,39 - 0.4
N,8,"你，有没有过","林俊杰",超极限,极限,935,78,22,B - 左边单点、右边右滑条开始,B - 右下滑点,1808295,39 - 0.4
N,8,"你，有没有过","林俊杰",超极限,极限,180,18,27,A - 右下右滑条结尾、左边单点,A - 右下单点,1807956,38 + 0.4
,,"左边","杨丞琳",非押爆,爆气,501,66,12,B - 右边单点,B - 中间左滑条结尾,1061429,31 + 0.0
,,"左边","杨丞琳",非押爆,爆气,489,65,12,B - 左下滑点,B - 左边单点,1060366,31 - 0.2
,,"左边","杨丞琳",非押爆,爆气,494,65,28,B - 左边右滑条开始,B - 左边右滑条中间,1059838,31 - 0.3
,,"左边","杨丞琳",非押爆,爆气,501,66,10,B - 右边单点,B - 中间左滑条中间,1059838,31 - 0.3
,,"左边","杨丞琳",非押爆,爆气,494,65,26,B - 左边右滑条开始,B - 左边右滑条中间,1058247,30 + 0.4
,,"左边","杨丞琳",非押爆,爆气,495,65,29,B - 左边右滑条中间,B - 左边右滑条中间,1058247,30 + 0.4
,,"左边","杨丞琳",非押爆,爆气,500,66,7,B - 左边右滑条结尾,B - 中间左滑条中间,1058247,30 + 0.4
,,"左边","杨丞琳",非押爆,爆气,501,66,9,B - 右边单点,B - 中间左滑条中间,1058247,30 + 0.4
,,"左边","杨丞琳",非押爆,爆气,490,65,13,B - 左边滑点,B - 左边单点,1058245,30 + 0.4
,,"左边","杨丞琳",非押爆,爆气,502,66,16,B - 左下单点、右下单点,B - 右边左滑条开始,1057716,30 + 0.3
,,"左边","杨丞琳",押爆,爆气,489,65,12,B - 左下滑点,B - 左边单点,1065670,32 - 0.2
,,"左边","杨丞琳",押爆,爆气,490,65,13,B - 左边滑点,B - 左边单点,1063549,31 + 0.4
,,"左边","杨丞琳",押爆,爆气,494,65,28,B - 左边右滑条开始,B - 中间右滑条左拐,1063020,31 + 0.3
,,"左边","杨丞琳",押爆,爆气,501,66,12,B - 右边单点,B - 右边左滑条开始,1063020,31 + 0.3
,,"左边","杨丞琳",押爆,爆气,494,65,26,B - 左边右滑条开始,B - 左边右滑条中间,1061429,31 + 0.0
,,"左边","杨丞琳",押爆,爆气,495,65,29,B - 左边右滑条中间,B - 中间右滑条左拐,1061429,31 + 0.0
,,"左边","杨丞琳",押爆,爆气,500,66,7,B - 左边右滑条结尾,B - 中间左滑条中间,1061429,31 + 0.0
,,"左边","杨丞琳",押爆,爆气,501,66,9,B - 右边单点,B - 中间左滑条结尾,1061429,31 + 0.0
,,"左边","杨丞琳",押爆,爆气,502,66,16,B - 左下单点、右下单点,B - 右边左滑条中间,1060898,31 - 0.1
,,"左边","杨丞琳",超极限,爆气,489,65,11,B - 左下滑点,B - 左边单点,1065670,32 - 0.2
,,"左边","杨丞琳",超极限,爆气,490,65,13,B - 左边滑点,B - 左边单点,1063549,31 + 0.4
,,"左边","杨丞琳",超极限,爆气,494,65,27,B - 左边右滑条开始,B - 中间右滑条左拐,1063020,31 + 0.3
,,"左边","杨丞琳",超极限,爆气,495,65,29,B - 左边右滑条中间,B - 中间左滑条中间,1063020,31 + 0.3
,,"左边","杨丞琳",超极限,爆气,500,66,7,B - 左边右滑条结尾,B - 中间左滑条结尾,1063020,31 + 0.3
,,"左边","杨丞琳",超极限,爆气,501,66,11,B - 右边单点,B - 右边左滑条开始,1063020,31 + 0.3
,,"左边","杨丞琳",超极限,爆气,494,65,25,B - 左边右滑条开始,B - 左边右滑条中间,1061429,31 + 0.0
,,"左边","杨丞琳",超极限,爆气,501,66,9,B - 右边单点,B - 中间左滑条结尾,1061429,31 + 0.0
,,"左边","杨丞琳",超极限,爆气,502,66,15,B - 一单点（cool）、左下单点、右下单点,B - 右边左滑条中间,1061018,32 - 0.1
,,"左边","杨丞琳",超极限,爆气,502,66,16,B - 一单点（cool）、左下单点、右下单点,B - 右边左滑条中间,1061018,32 - 0.1
,,"Checkmate","林俊杰/郑容和",非押爆,爆气,398,49,0,B - 左边单点,B - 左边单点,951590,29 + 0.0
,,"Checkmate","林俊杰/郑容和",非押爆,爆气,399,49,8,B - 右边单点,B - 左下单点,951590,29 + 0.0
,,"Checkmate","林俊杰/郑容和",非押爆,爆气,395,48,28,B - 右边左滑条中间,B - 左边单点,949468,29 - 0.4
,,"Checkmate","林俊杰/郑容和",非押爆,爆气,393,48,24,B - 右边左滑条中间,B - 左边单点,947346,28 + 0.2
,,"Checkmate","林俊杰/郑容和",押爆,爆气,395,48,28,B - 右边左滑条中间,B - 左边单点,954772,30 - 0.4
,,"Checkmate","林俊杰/郑容和",押爆,爆气,393,48,24,B - 右边左滑条中间,B - 左边单点,952650,29 + 0.2
,,"Checkmate","林俊杰/郑容和",押爆,爆气,397,48,31,B - 右边左滑条结尾,B - 左边单点,951590,29 + 0.0
,,"Checkmate","林俊杰/郑容和",押爆,爆气,398,49,0,B - 左边单点,B - 左边单点,951590,29 + 0.0
,,"Checkmate","林俊杰/郑容和",押爆,爆气,399,49,4,B - 右边单点,B - 左下单点,951590,29 + 0.0
,,"Checkmate","林俊杰/郑容和",押爆,爆气,391,48,20,B - 右边左滑条中间,B - 左边单点,950528,29 - 0.2
,,"Checkmate","林俊杰/郑容和",超极限,爆气,395,48,27,B - 右边左滑条中间,B - 左边单点,956363,30 - 0.1
,,"Checkmate","林俊杰/郑容和",超极限,爆气,393,48,23,B - 右边左滑条中间,B - 左边单点、一单点（cool）,954361,31 - 0.5
,,"Checkmate","林俊杰/郑容和",超极限,爆气,397,48,31,B - 右边左滑条结尾,B - 左边单点、一单点（cool）,953301,30 + 0.3
,,"Checkmate","林俊杰/郑容和",超极限,爆气,391,48,19,B - 右边左滑条中间,B - 左边单点、一单点（cool）,952239,30 + 0.1
,,"Checkmate","林俊杰/郑容和",超极限,爆气,398,49,0,B - 左边单点,B - 左边单点、一单点（cool）,951710,30 + 0.0
,,"Checkmate","林俊杰/郑容和",超极限,爆气,399,49,3,B - 一单点（cool）、右边单点,B - 左下单点,951710,30 + 0.0
,,"Checkmate","林俊杰/郑容和",超极限,爆气,399,49,4,B - 一单点（cool）、右边单点,B - 左下单点,951710,30 + 0.0
,,"Checkmate","林俊杰/郑容和",超极限,爆气,399,49,5,B - 右边单点,B - 左下单点,951590,29 + 0.0
R,6,"Rage Your Dream","M.O.V.E",非押爆,极限,654,68,4,B - 左边左滑条中间,B - 左边单点、右边单点,1526094,36 + 0.4
R,6,"Rage Your Dream","M.O.V.E",非押爆,极限,661,68,16,B - 右边右滑条结尾、左边长条开始,B - 左下单点,1525923,36 + 0.3
R,6,"Rage Your Dream","M.O.V.E",非押爆,极限,52,11,24,A - 左边单点,A - 左下单点,1525737,37 + 0.4
R,6,"Rage Your Dream","M.O.V.E",非押爆,极限,51,11,20,A - 右边单点,A - 左下单点,1525665,37 + 0.4
R,6,"Rage Your Dream","M.O.V.E",非押爆,极限,50,11,16,A - 右边单点,A - 右下单点,1525593,37 + 0.4
R,6,"Rage Your Dream","M.O.V.E",非押爆,极限,655,68,6,B - 左边左滑条中间,B - 左边单点、右边单点,1525575,36 + 0.1
R,6,"Rage Your Dream","M.O.V.E",非押爆,极限,656,68,7,B - 左边左滑条结尾、右边右滑条开始,B - 左边单点、右边单点,1525575,36 + 0.1
R,6,"Rage Your Dream","M.O.V.E",非押爆,极限,647,67,24,B - 右边滑点,B - 左边右滑条中间、右边左滑条中间,1525573,36 + 0.1
R,6,"Rage Your Dream","M.O.V.E",非押爆,极限,663,68,17,B - 左边长条中间,B - 左下单点,1525404,36 + 0.0
R,6,"Rage Your Dream","M.O.V.E",非押爆,极限,659,68,12,B - 右边右滑条中间,B - 左下单点,1525230,36 - 0.1
R,6,"Rage Your Dream","M.O.V.E",押爆,极限,652,68,0,B - 左边左滑条开始,B - 左边单点、右边单点,1527651,37 + 0.3
R,6,"Rage Your Dream","M.O.V.E",押爆,极限,647,67,24,B - 右边滑点,B - 左边右滑条结尾、右边左滑条结尾,1527649,37 + 0.3
R,6,"Rage Your Dream","M.O.V.E",押爆,极限,668,69,0,B - 左边单点、右边单点,B - 左边单点,1527480,37 + 0.2
R,6,"Rage Your Dream","M.O.V.E",押爆,极限,51,11,20,A - 右边单点,A - 左下单点,1527396,38 + 0.4
R,6,"Rage Your Dream","M.O.V.E",押爆,极限,50,11,16,A - 右边单点,A - 左下单点,1527324,38 + 0.4
R,6,"Rage Your Dream","M.O.V.E",押爆,极限,653,68,1,B - 左边左滑条中间,B - 左边单点、右边单点,1527132,37 + 0.0
R,6,"Rage Your Dream","M.O.V.E",押爆,极限,659,68,12,B - 右边右滑条中间,B - 左下单点,1526961,37 - 0.1
R,6,"Rage Your Dream","M.O.V.E",押爆,极限,648,67,25,B - 右边滑点,B - 左边右滑条结尾、右边左滑条结尾,1526957,37 - 0.1
R,6,"Rage Your Dream","M.O.V.E",押爆,极限,656,68,8,B - 左边左滑条结尾、右边右滑条开始,B - 左下单点,1526787,37 - 0.2
R,6,"Rage Your Dream","M.O.V.E",押爆,极限,54,12,0,A - 右下单点,A - 右边长条结尾、左边单点,1526745,38 - 0.1
R,6,"Rage Your Dream","M.O.V.E",超极限,极限,652,67,31,B - 左边左滑条开始,B - 左边单点、右边单点,1527651,37 + 0.3
R,6,"Rage Your Dream","M.O.V.E",超极限,极限,647,67,23,B - 右边滑点,B - 左边右滑条结尾、右边左滑条结尾,1527649,37 + 0.3
R,6,"Rage Your Dream","M.O.V.E",超极限,极限,659,68,11,B - 右边右滑条中间,B - 左下单点,1527480,37 + 0.2
R,6,"Rage Your Dream","M.O.V.E",超极限,极限,668,68,31,B - 左边单点、右边单点,B - 左边单点,1527480,37 + 0.2
R,6,"Rage Your Dream","M.O.V.E",超极限,极限,51,11,19,A - 右边单点,A - 左下单点,1527396,38 + 0.4
R,6,"Rage Your Dream","M.O.V.E",超极限,极限,50,11,15,A - 右边单点,A - 左下单点,1527324,38 + 0.4
R,6,"Rage Your Dream","M.O.V.E",超极限,极限,656,68,7,B - 左边左滑条结尾、右边右滑条开始,B - 左下单点,1527306,37 + 0.1
R,6,"Rage Your Dream","M.O.V.E",超极限,极限,653,68,1,B - 左边左滑条中间,B - 左边单点、右边单点,1527132,37 + 0.0
R,6,"Rage Your Dream","M.O.V.E",超极限,极限,660,68,13,B - 右边右滑条中间,B - 左下单点,1526961,37 - 0.1
R,6,"Rage Your Dream","M.O.V.E",超极限,极限,661,68,15,B - 右边右滑条结尾、左边长条开始,B - 右边长条开始,1526961,37 - 0.1
,,"江南","林俊杰",非押爆,爆气,162,21,16,A - 左边滑点,A - 左边单点、右边单点,1100691,40 + 0.1
,,"江南","林俊杰",非押爆,爆气,163,21,17,A - 左下滑点,A - 左边单点、右边单点,1098570,40 - 0.3
,,"江南","林俊杰",非押爆,爆气,158,21,12,A - 左边滑点,A - 左边单点、右边单点,1098567,40 - 0.3
,,"江南","林俊杰",非押爆,爆气,164,21,18,A - 左下滑点,A - 左边单点、右边单点,1096449,39 + 0.3
,,"江南","林俊杰",非押爆,爆气,150,20,16,A - 右下右滑条结尾、左下单点,A - 左边单点、右边单点,1096443,39 + 0.3
,,"江南","林俊杰",非押爆,爆气,153,21,0,A - 右下单点,A - 左下单点,1096443,39 + 0.3
,,"江南","林俊杰",非押爆,爆气,154,21,4,A - 左边滑点,A - 右边单点,1096443,39 + 0.3
,,"江南","林俊杰",押爆,爆气,158,21,12,A - 左边滑点,A - 左边单点、右边单点,1109175,42 - 0.3
,,"江南","林俊杰",押爆,爆气,154,21,8,A - 左边滑点,A - 左边单点、右边单点,1107051,41 + 0.3
,,"江南","林俊杰",超极限,爆气,157,21,11,A - 左边滑点,A - 左边单点、右边单点,1111296,42 + 0.1
,,"江南","林俊杰",超极限,爆气,154,21,7,A - 左边滑点,A - 左边单点、右边单点、一单点（cool）、二单点（cool）,1107291,43 + 0.3
,,"DAY BY DAY","T-ara",非押爆,爆气,578,64,0,B - 左下滑点,B - 右下右滑条开始,1240862,39 + 0.0
,,"DAY BY DAY","T-ara",非押爆,爆气,576,63,24,B - 右边左滑条结尾、左边单点,B - 左下单点,1239271,39 - 0.3
,,"DAY BY DAY","T-ara",非押爆,爆气,578,63,28,B - 左下滑点,B - 中间单点,1239271,39 - 0.3
,,"DAY BY DAY","T-ara",非押爆,爆气,208,27,4,A - 左下单点,A - 右下右滑条中间,1238215,39 - 0.5
,,"DAY BY DAY","T-ara",非押爆,爆气,580,64,2,B - 左下滑点,B - 右下右滑条中间,1238211,39 - 0.5
,,"DAY BY DAY","T-ara",非押爆,爆气,209,27,8,A - 右下单点,A - 右下右滑条结尾、左边长条开始,1237684,38 + 0.4
,,"DAY BY DAY","T-ara",非押爆,爆气,574,63,20,B - 右边左滑条中间,B - 左边单点,1237149,38 + 0.3
,,"DAY BY DAY","T-ara",非押爆,爆气,205,26,28,A - 右边左滑条中间,A - 中间单点,1236624,38 + 0.2
,,"DAY BY DAY","T-ara",非押爆,爆气,208,27,2,A - 左下单点,A - 右下右滑条中间,1236624,38 + 0.2
,,"DAY BY DAY","T-ara",非押爆,爆气,202,26,20,A - 右边单点,A - 左边单点,1236093,38 + 0.1
,,"DAY BY DAY","T-ara",押爆,爆气,576,63,24,B - 右边左滑条结尾、左边单点,B - 中间单点,1244575,40 - 0.3
,,"DAY BY DAY","T-ara",押爆,爆气,578,64,0,B - 左下滑点,B - 右下右滑条中间,1244044,40 - 0.4
,,"DAY BY DAY","T-ara",押爆,爆气,208,27,4,A - 左下单点,A - 右下右滑条结尾、左边长条开始,1242988,39 + 0.4
,,"DAY BY DAY","T-ara",押爆,爆气,574,63,20,B - 右边左滑条中间,B - 左下单点,1242453,39 + 0.3
,,"DAY BY DAY","T-ara",押爆,爆气,578,63,30,B - 左下滑点,B - 右下右滑条中间,1242453,39 + 0.3
,,"DAY BY DAY","T-ara",押爆,爆气,202,26,20,A - 右边单点,A - 左下单点,1241397,39 + 0.1
,,"DAY BY DAY","T-ara",押爆,爆气,203,26,24,A - 右边左滑条开始,A - 中间单点,1241397,39 + 0.1
,,"DAY BY DAY","T-ara",押爆,爆气,580,64,2,B - 左下滑点,B - 右下右滑条中间,1241393,39 + 0.1
,,"DAY BY DAY","T-ara",押爆,爆气,209,27,8,A - 右下单点,A - 左边长条中间,1240866,39 + 0.0
,,"DAY BY DAY","T-ara",押爆,爆气,575,63,22,B - 右边左滑条中间,B - 左下单点,1240862,39 + 0.0
,,"DAY BY DAY","T-ara",超极限,爆气,576,63,23,B - 右边左滑条结尾、左边单点,B - 中间单点,1246166,40 + 0.0
,,"DAY BY DAY","T-ara",超极限,爆气,574,63,19,B - 右边左滑条中间,B - 左下单点、一单点（cool）,1244164,41 - 0.4
,,"DAY BY DAY","T-ara",超极限,爆气,578,63,31,B - 左下滑点,B - 右下右滑条中间,1244044,40 - 0.4
,,"DAY BY DAY","T-ara",超极限,爆气,208,27,3,A - 左下单点,A - 右下右滑条结尾、左边长条开始,1242988,39 + 0.4
,,"DAY BY DAY","T-ara",超极限,爆气,575,63,21,B - 右边左滑条中间,B - 左下单点、一单点（cool）,1242573,40 + 0.3
,,"DAY BY DAY","T-ara",超极限,爆气,581,64,3,B - 左边滑点,B - 右下右滑条结尾、左边长条开始,1242454,39 + 0.3
,,"DAY BY DAY","T-ara",超极限,爆气,578,63,29,B - 左下滑点,B - 右下右滑条中间,1242453,39 + 0.3
,,"DAY BY DAY","T-ara",超极限,爆气,572,63,15,B - 右边右滑条左拐,B - 左边单点、一单点（cool）,1242042,40 + 0.2
,,"DAY BY DAY","T-ara",超极限,爆气,202,26,19,A - 右边单点,A - 左下单点、一单点（cool）,1241517,40 + 0.1
,,"DAY BY DAY","T-ara",超极限,爆气,203,26,23,A - 一单点（cool）、右边左滑条开始,A - 中间单点,1241517,40 + 0.1
,,"Baby","Justin Bieber",非押爆,爆气,537,65,0,B - 右边滑点,B - 右边滑点,1212437,33 + 0.4
,,"Baby","Justin Bieber",非押爆,爆气,540,65,3,B - 右下滑点,B - 右下滑点,1212437,33 + 0.4
,,"Baby","Justin Bieber",非押爆,爆气,546,65,16,B - 左边滑点,B - 左边长条中间,1211909,33 + 0.3
,,"Baby","Justin Bieber",非押爆,爆气,546,65,14,B - 左边滑点,B - 左边长条中间,1210318,33 + 0.0
,,"Baby","Justin Bieber",非押爆,爆气,537,64,28,B - 右边滑点,B - 左边单点,1210316,33 + 0.0
,,"Baby","Justin Bieber",非押爆,爆气,542,65,5,B - 右下滑点,B - 右下滑点,1210316,33 + 0.0
,,"Baby","Justin Bieber",非押爆,爆气,547,65,17,B - 左边滑点,B - 左边长条中间,1209788,33 - 0.1
,,"Baby","Justin Bieber",非押爆,爆气,545,65,8,B - 右边滑点,B - 右下单点,1209257,33 - 0.2
,,"Baby","Justin Bieber",非押爆,爆气,546,65,12,B - 左边滑点,B - 左边长条开始,1208727,33 - 0.3
,,"Baby","Justin Bieber",非押爆,爆气,242,33,0,A - 左下滑点,A - 左边滑点,1208195,33 - 0.4
,,"Baby","Justin Bieber",押爆,爆气,537,65,0,B - 右边滑点,B - 右下滑点,1220921,35 + 0.0
,,"Baby","Justin Bieber",押爆,爆气,537,64,31,B - 右边滑点,B - 右下滑点,1218800,35 - 0.4
,,"Baby","Justin Bieber",押爆,爆气,541,65,4,B - 右下滑点,B - 右下单点,1217741,34 + 0.4
,,"Baby","Justin Bieber",押爆,爆气,537,64,30,B - 右边滑点,B - 右下滑点,1216679,34 + 0.2
,,"Baby","Justin Bieber",超极限,爆气,537,64,31,B - 右边滑点,B - 右下滑点、一单点（cool）,1221041,36 + 0.0
,,"Baby","Justin Bieber",超极限,爆气,540,65,3,B - 右下滑点,B - 右下单点,1219862,35 - 0.2
,,"Baby","Justin Bieber",超极限,爆气,537,64,30,B - 右边滑点,B - 右下滑点,1218800,35 - 0.4
,,"Baby","Justin Bieber",超极限,爆气,541,65,4,B - 右下滑点,B - 右下单点,1217741,34 + 0.4
,,"Baby","Justin Bieber",超极限,爆气,537,64,29,B - 右边滑点,B - 右下滑点,1216679,34 + 0.2
,,"Right Now","rihanna",非押爆,极限,336,36,4,A - 左下长条结尾,A - 右下单点,1456853,31 - 0.2
,,"Right Now","rihanna",非押爆,极限,337,36,5,A - 右边单点,A - 右下单点,1456853,31 - 0.2
,,"Right Now","rihanna",非押爆,极限,330,35,12,A - 左边单点,A - 左边单点、右下单点,1456508,31 - 0.4
,,"Right Now","rihanna",非押爆,极限,332,35,28,A - 左下长条开始,A - 左边长条中间,1455641,30 + 0.1
,,"Right Now","rihanna",非押爆,极限,336,36,3,A - 左下长条结尾,A - 左边长条结尾,1455641,30 + 0.1
,,"Right Now","rihanna",非押爆,极限,332,35,26,A - 左下长条开始,A - 左边长条中间,1455122,30 - 0.2
,,"Right Now","rihanna",非押爆,极限,333,35,29,A - 左下长条中间,A - 左边长条中间,1455122,30 - 0.2
,,"Right Now","rihanna",非押爆,极限,338,36,9,A - 右边单点,A - 右下单点,1455122,30 - 0.2
,,"Right Now","rihanna",非押爆,极限,339,36,13,A - 左下单点、右边单点,A - 右下单点,1455122,30 - 0.2
,,"Right Now","rihanna",非押爆,极限,341,36,20,A - 左边单点、右下单点,A - 左下单点、右边单点,1455122,30 - 0.2
,,"Right Now","rihanna",押爆,极限,337,36,8,A - 右边单点,A - 右下单点,1458584,32 - 0.2
,,"Right Now","rihanna",押爆,极限,339,36,16,A - 左下单点、右边单点,A - 左下单点、右边单点,1458584,32 - 0.2
,,"Right Now","rihanna",押爆,极限,334,36,0,A - 左下长条中间,A - 右下单点,1457891,31 + 0.4
,,"Right Now","rihanna",押爆,极限,331,35,24,A - 左边单点,A - 左边长条中间,1457372,31 + 0.1
,,"Right Now","rihanna",押爆,极限,335,36,2,A - 左下长条中间,A - 右下单点,1457372,31 + 0.1
,,"Right Now","rihanna",押爆,极限,336,36,3,A - 左下长条结尾,A - 右下单点,1457372,31 + 0.1
,,"Right Now","rihanna",押爆,极限,330,35,16,A - 左边单点,A - 左边长条开始,1457027,31 - 0.1
,,"Right Now","rihanna",押爆,极限,336,36,4,A - 左下长条结尾,A - 右下单点,1456853,31 - 0.2
,,"Right Now","rihanna",押爆,极限,337,36,5,A - 右边单点,A - 右下单点,1456853,31 - 0.2
,,"Right Now","rihanna",押爆,极限,332,35,28,A - 左下长条开始,A - 左边长条中间,1456679,31 - 0.3
,,"Right Now","rihanna",超极限,极限,337,36,7,A - 右边单点,A - 右下单点,1458584,32 - 0.2
,,"Right Now","rihanna",超极限,极限,339,36,15,A - 左下单点、右边单点,A - 左下单点、右边单点,1458584,32 - 0.2
,,"Right Now","rihanna",超极限,极限,334,35,31,A - 左下长条中间,A - 右下单点,1458410,32 - 0.3
,,"Right Now","rihanna",超极限,极限,331,35,23,A - 左边单点,A - 左边长条中间,1457372,31 + 0.1
,,"Right Now","rihanna",超极限,极限,336,36,3,A - 左下长条结尾,A - 右下单点,1457372,31 + 0.1
,,"Right Now","rihanna",超极限,极限,333,35,30,A - 左下长条中间,A - 左边长条结尾,1457198,31 + 0.0
,,"Right Now","rihanna",超极限,极限,329,35,7,A - 右边左滑条结尾,A - 左边单点、右下单点,1457027,31 - 0.1
,,"Right Now","rihanna",超极限,极限,330,35,15,A - 左边单点,A - 左边长条开始,1457027,31 - 0.1
,,"Right Now","rihanna",超极限,极限,337,36,5,A - 右边单点,A - 右下单点,1456853,31 - 0.2
,,"Right Now","rihanna",超极限,极限,349,37,16,A - 左边单点、中间单点,A - 右边滑点,1456850,31 - 0.2
,,"绿光","孙燕姿",非押爆,爆气,404,45,24,B - 左边单点、右下单点,B - 左下单点,1201843,37 + 0.1
,,"绿光","孙燕姿",非押爆,爆气,413,46,12,B - 右边长条开始,B - 左边单点、右下单点,1200784,37 - 0.1
,,"绿光","孙燕姿",非押爆,爆气,399,45,7,B - 左下单点、右边单点,B - 右边滑点,1200251,37 - 0.2
,,"绿光","孙燕姿",非押爆,爆气,414,46,13,B - 右边长条中间,B - 左边单点、右下单点,1199193,37 - 0.4
,,"绿光","孙燕姿",非押爆,爆气,395,44,28,B - 右边单点,B - 左边单点、右下单点,1199192,37 - 0.4
,,"绿光","孙燕姿",非押爆,爆气,420,46,28,B - 左边单点,B - 左下单点、右边单点,1199192,37 - 0.4
,,"绿光","孙燕姿",非押爆,爆气,424,47,8,B - 左边单点、右下单点,B - 右边单点,1198133,36 + 0.4
,,"绿光","孙燕姿",非押爆,爆气,399,45,6,B - 左下单点、右边单点,B - 右边滑点,1198130,36 + 0.4
,,"绿光","孙燕姿",非押爆,爆气,414,46,14,B - 右边长条中间,B - 左边单点、右下单点,1197602,36 + 0.3
,,"绿光","孙燕姿",非押爆,爆气,408,46,0,B - 左边滑点,B - 左边单点,1197601,36 + 0.3
,,"绿光","孙燕姿",押爆,爆气,404,45,24,B - 左边单点、右下单点,B - 左边单点,1207147,38 + 0.1
,,"绿光","孙燕姿",押爆,爆气,412,46,8,B - 右下单点,B - 左边单点、右下单点,1206088,38 - 0.1
,,"绿光","孙燕姿",押爆,爆气,399,45,8,B - 左下单点、右边单点,B - 右边单点,1205555,38 - 0.2
,,"绿光","孙燕姿",押爆,爆气,394,44,24,B - 右边单点,B - 左边单点、右下单点,1204496,38 - 0.4
,,"绿光","孙燕姿",押爆,爆气,419,46,24,B - 左边单点,B - 左下单点、右边单点,1204496,38 - 0.4
,,"绿光","孙燕姿",押爆,爆气,403,45,20,B - 左边滑点,B - 左下单点,1203964,38 - 0.5
,,"绿光","孙燕姿",押爆,爆气,397,45,2,B - 右边滑点,B - 右边滑点,1202372,37 + 0.2
,,"绿光","孙燕姿",超极限,爆气,404,45,23,B - 左边单点、右下单点,B - 左边单点、一单点（cool）,1207267,39 + 0.1
,,"绿光","孙燕姿",超极限,爆气,412,46,7,B - 右下单点,B - 左边单点、右下单点,1206088,38 - 0.1
,,"绿光","孙燕姿",超极限,爆气,399,45,7,B - 左下单点、右边单点,B - 右边单点,1205555,38 - 0.2
,,"绿光","孙燕姿",超极限,爆气,394,44,23,B - 一单点（cool）、右边单点,B - 左边单点、右下单点,1204616,39 - 0.4
,,"绿光","孙燕姿",超极限,爆气,394,44,24,B - 一单点（cool）、右边单点,B - 左边单点、右下单点,1204616,39 - 0.4
,,"绿光","孙燕姿",超极限,爆气,419,46,23,B - 二单点（cool）、左边单点,B - 左下单点、右边单点,1204616,39 - 0.4
,,"绿光","孙燕姿",超极限,爆气,419,46,24,B - 二单点（cool）、左边单点,B - 左下单点、右边单点,1204616,39 - 0.4
,,"绿光","孙燕姿",超极限,爆气,397,45,2,B - 右边滑点,B - 右边滑点,1204493,38 - 0.4
,,"绿光","孙燕姿",超极限,爆气,403,45,19,B - 左边滑点,B - 左下单点、一单点（cool）,1204084,39 - 0.5
,,"绿光","孙燕姿",超极限,爆气,396,45,0,B - 一单点（cool）、右边滑点,B - 右边滑点,1202492,38 + 0.2
,,"We Don't Talk Anymore","Charlie Puth / Selena Gomez",非押爆,爆气,415,55,12,B - 左边滑点,B - 左边右滑条中间,908738,28 - 0.4
,,"We Don't Talk Anymore","Charlie Puth / Selena Gomez",非押爆,爆气,414,55,4,B - 右边单点,B - 左边右滑条中间,907678,27 + 0.4
