首字母,等级,歌名,歌手,类型,技能,状态,先后,爆点,bar,box,开头描述,结尾描述,分数,指数
P,6,"Poker Face","Lady Gaga",押爆,爆气,分开,二爆,501,59,0,B - 左下左滑条开始、右下右滑条开始,B - 左边单点、右边单点,1534944,81 - 0.4
P,6,"Poker Face","Lady Gaga",押爆,爆气,分开,一爆,220,29,12,A - 左边滑点,A - 左下单点,1534944,81 - 0.4
P,6,"Poker Face","Lady Gaga",押爆,爆气,分开,二爆,501,59,0,B - 左下左滑条开始、右下右滑条开始,B - 左边单点、右边单点,1534944,81 - 0.4
P,6,"Poker Face","Lady Gaga",押爆,爆气,分开,一爆,218,29,4,A - 左下单点,A - 右边单点,1531762,80 + 0.0
P,6,"Poker Face","Lady Gaga",押爆,爆气,分开,二爆,503,59,1,B - 左下左滑条中间、右下右滑条中间,B - 左边单点、右边单点,1531762,80 + 0.0
P,6,"Poker Face","Lady Gaga",押爆,爆气,分开,一爆,219,29,8,A - 左边单点,A - 右下单点,1531762,80 + 0.0
P,6,"Poker Face","Lady Gaga",押爆,爆气,分开,二爆,503,59,1,B - 左下左滑条中间、右下右滑条中间,B - 左边单点、右边单点,1531762,80 + 0.0
P,6,"Poker Face","Lady Gaga",押爆,爆气,分开,一爆,220,29,12,A - 左边滑点,A - 左下单点,1531762,80 + 0.0
P,6,"Poker Face","Lady Gaga",押爆,爆气,分开,二爆,503,59,1,B - 左下左滑条中间、右下右滑条中间,B - 左边单点、右边单点,1531762,80 + 0.0
P,6,"Poker Face","Lady Gaga",押爆,爆气,分开,一爆,227,29,20,A - 右下单点,A - 左下单点,1530705,80 - 0.2
P,6,"Poker Face","Lady Gaga",押爆,爆气,分开,二爆,501,59,0,B - 左下左滑条开始、右下右滑条开始,B - 左边单点、右边单点,1530705,80 - 0.2
P,6,"Poker Face","Lady Gaga",押爆,爆气,分开,一爆,228,29,24,A - 右边单点,A - 右下单点,1530705,80 - 0.2
P,6,"Poker Face","Lady Gaga",押爆,爆气,分开,二爆,501,59,0,B - 左下左滑条开始、右下右滑条开始,B - 左边单点、右边单点,1530705,80 - 0.2
P,6,"Poker Face","Lady Gaga",押爆,爆气,分开,一爆,218,29,4,A - 左下单点,A - 右边单点,1530703,80 - 0.2
P,6,"Poker Face","Lady Gaga",押爆,爆气,分开,二爆,488,57,20,B - 左下单点,B - 右下单点,1530703,80 - 0.2
P,6,"Poker Face","Lady Gaga",押爆,爆气,分开,一爆,219,29,8,A - 左边单点,A - 右下单点,1530703,80 - 0.2
P,6,"Poker Face","Lady Gaga",押爆,爆气,分开,二爆,488,57,20,B - 左下单点,B - 右下单点,1530703,80 - 0.2
,,"非酋","薛明媛/朱贺",非押爆,爆气,分开,一爆,151,23,4,A - 右边单点,A - 左下单点,1206361,61 + 0.0
,,"非酋","薛明媛/朱贺",非押爆,爆气,分开,二爆,390,56,4,B - 左边单点,B - 右下单点,1206361,61 + 0.0
,,"非酋","薛明媛/朱贺",非押爆,爆气,分开,一爆,149,22,24,A - 右边单点,A - 右下单点,1203710,61 - 0.5
,,"非酋","薛明媛/朱贺",非押爆,爆气,分开,二爆,390,56,4,B - 左边单点,B - 右下单点,1203710,61 - 0.5
,,"非酋","薛明媛/朱贺",非押爆,爆气,分开,一爆,150,23,0,A - 右下单点,A - 右边长条中间,1203179,60 + 0.4
,,"非酋","薛明媛/朱贺",非押爆,爆气,分开,二爆,390,56,4,B - 左边单点,B - 右下单点,1203179,60 + 0.4
,,"非酋","薛明媛/朱贺",非押爆,爆气,分开,一爆,151,23,4,A - 右边单点,A - 左下单点,1203179,60 + 0.4
,,"非酋","薛明媛/朱贺",非押爆,爆气,分开,二爆,389,56,0,B - 左下单点,B - 左边长条中间,1203179,60 + 0.4
,,"非酋","薛明媛/朱贺",非押爆,爆气,分开,一爆,128,21,0,A - 左边单点、右边单点,A - 右下单点,1202650,60 + 0.3
,,"非酋","薛明媛/朱贺",非押爆,爆气,分开,二爆,390,56,4,B - 左边单点,B - 右下单点,1202650,60 + 0.3
,,"非酋","薛明媛/朱贺",非押爆,爆气,分开,一爆,151,23,4,A - 右边单点,A - 左下单点,1202650,60 + 0.3
,,"非酋","薛明媛/朱贺",非押爆,爆气,分开,二爆,367,54,0,B - 左边单点、右边单点,B - 左下单点,1202650,60 + 0.3
,,"非酋","薛明媛/朱贺",非押爆,爆气,分开,一爆,151,23,4,A - 右边单点,A - 左下单点,1202648,60 + 0.3
,,"非酋","薛明媛/朱贺",非押爆,爆气,分开,二爆,392,56,16,B - 右边单点,B - 左边右滑条开始,1202648,60 + 0.3
,,"非酋","薛明媛/朱贺",非押爆,爆气,分开,一爆,153,23,16,A - 左边单点,A - 右边左滑条开始,1202648,60 + 0.3
,,"非酋","薛明媛/朱贺",非押爆,爆气,分开,二爆,390,56,4,B - 左边单点,B - 右下单点,1202648,60 + 0.3
,,"非酋","薛明媛/朱贺",非押爆,爆气,分开,一爆,150,22,30,A - 右下单点,A - 右边长条中间,1201588,60 + 0.1
,,"非酋","薛明媛/朱贺",非押爆,爆气,分开,二爆,390,56,4,B - 左边单点,B - 右下单点,1201588,60 + 0.1
,,"非酋","薛明媛/朱贺",非押爆,爆气,分开,一爆,151,23,4,A - 右边单点,A - 左下单点,1201588,60 + 0.1
,,"非酋","薛明媛/朱贺",非押爆,爆气,分开,二爆,389,55,30,B - 左下单点,B - 左边长条中间,1201588,60 + 0.1
,,"非酋","薛明媛/朱贺",押爆,爆气,分开,一爆,150,23,0,A - 右下单点,A - 左下单点,1216969,63 + 0.0
,,"非酋","薛明媛/朱贺",押爆,爆气,分开,二爆,389,56,0,B - 左下单点,B - 右下单点,1216969,63 + 0.0
,,"Talk Dirty","Jason Derulo/2",非押爆,爆气,分开,一爆,109,18,31,A - 左边单点,A - 左边滑点,977551,53 + 0.1
,,"Talk Dirty","Jason Derulo/2",非押爆,爆气,分开,二爆,349,57,0,B - 左下滑点,B - 右下单点,977551,53 + 0.1
,,"Talk Dirty","Jason Derulo/2",非押爆,爆气,分开,一爆,110,19,4,A - 右边单点,A - 右边单点,977551,53 + 0.1
,,"Talk Dirty","Jason Derulo/2",非押爆,爆气,分开,二爆,349,57,0,B - 左下滑点,B - 右下单点,977551,53 + 0.1
,,"Talk Dirty","Jason Derulo/2",非押爆,爆气,分开,一爆,111,19,12,A - 左下滑点,A - 左边单点,977551,53 + 0.1
,,"Talk Dirty","Jason Derulo/2",非押爆,爆气,分开,二爆,349,57,0,B - 左下滑点,B - 右下单点,977551,53 + 0.1
,,"Talk Dirty","Jason Derulo/2",非押爆,爆气,分开,一爆,93,17,12,A - 右下滑点,A - 右边单点,975430,53 - 0.2
,,"Talk Dirty","Jason Derulo/2",非押爆,爆气,分开,二爆,349,57,0,B - 左下滑点,B - 右下单点,975430,53 - 0.2
,,"Talk Dirty","Jason Derulo/2",非押爆,爆气,分开,一爆,109,18,30,A - 左边单点,A - 左下滑点,975430,53 - 0.3
,,"Talk Dirty","Jason Derulo/2",非押爆,爆气,分开,二爆,349,57,0,B - 左下滑点,B - 右下单点,975430,53 - 0.3
,,"Talk Dirty","Jason Derulo/2",非押爆,爆气,分开,一爆,109,18,31,A - 左边单点,A - 左边滑点,975430,53 - 0.3
,,"Talk Dirty","Jason Derulo/2",非押爆,爆气,分开,二爆,350,57,1,B - 左边滑点,B - 右下单点,975430,53 - 0.3
,,"Talk Dirty","Jason Derulo/2",非押爆,爆气,分开,一爆,110,19,4,A - 右边单点,A - 右边单点,975430,53 - 0.3
,,"Talk Dirty","Jason Derulo/2",非押爆,爆气,分开,二爆,350,57,1,B - 左边滑点,B - 右下单点,975430,53 - 0.3
,,"Talk Dirty","Jason Derulo/2",非押爆,爆气,分开,一爆,111,19,12,A - 左下滑点,A - 左边单点,975430,53 - 0.3
,,"Talk Dirty","Jason Derulo/2",非押爆,爆气,分开,二爆,350,57,1,B - 左边滑点,B - 右下单点,975430,53 - 0.3
,,"Talk Dirty","Jason Derulo/2",非押爆,爆气,分开,一爆,112,19,17,A - 左下滑点,A - 左边单点,975430,53 - 0.3
,,"Talk Dirty","Jason Derulo/2",非押爆,爆气,分开,二爆,349,57,0,B - 左下滑点,B - 右下单点,975430,53 - 0.3
,,"Talk Dirty","Jason Derulo/2",非押爆,爆气,分开,一爆,92,17,4,A - 左边单点,A - 左边单点,975209,53 - 0.2
,,"Talk Dirty","Jason Derulo/2",非押爆,爆气,分开,二爆,349,57,0,B - 左下滑点,B - 右下单点,975209,53 - 0.2
,,"Talk Dirty","Jason Derulo/2",押爆,爆气,分开,一爆,109,19,0,A - 左边单点,A - 右边单点,984446,54 + 0.4
,,"Talk Dirty","Jason Derulo/2",押爆,爆气,分开,二爆,349,57,0,B - 左下滑点,B - 右边长条开始,984446,54 + 0.4
,,"Talk Dirty","Jason Derulo/2",押爆,爆气,分开,一爆,110,19,8,A - 右边单点,A - 左边单点,984446,54 + 0.4
,,"Talk Dirty","Jason Derulo/2",押爆,爆气,分开,二爆,349,57,0,B - 左下滑点,B - 右边长条开始,984446,54 + 0.4
,,"Talk Dirty","Jason Derulo/2",押爆,爆气,分开,一爆,109,19,0,A - 左边单点,A - 右边单点,983914,54 + 0.3
,,"Talk Dirty","Jason Derulo/2",押爆,爆气,分开,二爆,344,56,8,B - 左边滑点,B - 左边单点,983914,54 + 0.3
,,"Talk Dirty","Jason Derulo/2",押爆,爆气,分开,一爆,110,19,8,A - 右边单点,A - 左边单点,983914,54 + 0.3
,,"Talk Dirty","Jason Derulo/2",押爆,爆气,分开,二爆,344,56,8,B - 左边滑点,B - 左边单点,983914,54 + 0.3
,,"Talk Dirty","Jason Derulo/2",押爆,爆气,分开,一爆,109,19,0,A - 左边单点,A - 右边单点,982855,54 + 0.1
,,"Talk Dirty","Jason Derulo/2",押爆,爆气,分开,二爆,347,56,16,B - 左边单点,B - 右下单点,982855,54 + 0.1
,,"Talk Dirty","Jason Derulo/2",押爆,爆气,分开,一爆,109,19,0,A - 左边单点,A - 右边单点,982855,54 + 0.1
,,"Talk Dirty","Jason Derulo/2",押爆,爆气,分开,二爆,348,56,24,B - 右边单点,B - 右边单点,982855,54 + 0.1
,,"Talk Dirty","Jason Derulo/2",押爆,爆气,分开,一爆,109,19,0,A - 左边单点,A - 右边单点,982855,54 + 0.1
,,"Talk Dirty","Jason Derulo/2",押爆,爆气,分开,二爆,349,56,28,B - 左下滑点,B - 右下单点,982855,54 + 0.1
,,"Talk Dirty","Jason Derulo/2",押爆,爆气,分开,一爆,110,19,8,A - 右边单点,A - 左边单点,982855,54 + 0.1
,,"Talk Dirty","Jason Derulo/2",押爆,爆气,分开,二爆,347,56,16,B - 左边单点,B - 右下单点,982855,54 + 0.1
,,"Talk Dirty","Jason Derulo/2",押爆,爆气,分开,一爆,110,19,8,A - 右边单点,A - 左边单点,982855,54 + 0.1
,,"Talk Dirty","Jason Derulo/2",押爆,爆气,分开,二爆,348,56,24,B - 右边单点,B - 右边单点,982855,54 + 0.1
,,"Talk Dirty","Jason Derulo/2",押爆,爆气,分开,一爆,110,19,8,A - 右边单点,A - 左边单点,982855,54 + 0.1
,,"Talk Dirty","Jason Derulo/2",押爆,爆气,分开,二爆,349,56,28,B - 左下滑点,B - 右下单点,982855,54 + 0.1
X,6,"小星星","汪苏泷",非押爆,爆气,分开,一爆,254,29,24,A - 左下单点,A - 左边右滑条中间,1660098,69 - 0.2
X,6,"小星星","汪苏泷",非押爆,爆气,分开,二爆,574,62,20,B - 右下单点,B - 右边单点,1660098,69 - 0.2
X,6,"小星星","汪苏泷",非押爆,爆气,分开,一爆,258,30,4,A - 左下左滑条中间,A - 左边左滑条结尾、右边单点,1659567,69 - 0.3
X,6,"小星星","汪苏泷",非押爆,爆气,分开,二爆,574,62,20,B - 右下单点,B - 右边单点,1659567,69 - 0.3
X,6,"小星星","汪苏泷",非押爆,爆气,分开,一爆,254,29,24,A - 左下单点,A - 左边右滑条中间,1659039,69 - 0.4
X,6,"小星星","汪苏泷",非押爆,爆气,分开,二爆,586,64,0,B - 左下单点、右下单点,B - 右下单点,1659039,69 - 0.4
X,6,"小星星","汪苏泷",非押爆,爆气,分开,一爆,258,30,4,A - 左下左滑条中间,A - 左边左滑条结尾、右边单点,1658508,69 - 0.5
X,6,"小星星","汪苏泷",非押爆,爆气,分开,二爆,586,64,0,B - 左下单点、右下单点,B - 右下单点,1658508,69 - 0.5
X,6,"小星星","汪苏泷",非押爆,爆气,分开,一爆,254,29,22,A - 左下单点,A - 左边右滑条中间,1658507,69 - 0.5
X,6,"小星星","汪苏泷",非押爆,爆气,分开,二爆,574,62,20,B - 右下单点,B - 右边单点,1658507,69 - 0.5
X,6,"小星星","汪苏泷",非押爆,爆气,分开,一爆,255,29,28,A - 右下单点,A - 左边右滑条左拐,1657976,68 + 0.4
X,6,"小星星","汪苏泷",非押爆,爆气,分开,二爆,574,62,20,B - 右下单点,B - 右边单点,1657976,68 + 0.4
X,6,"小星星","汪苏泷",非押爆,爆气,分开,一爆,259,30,6,A - 左下左滑条中间,A - 左边左滑条结尾、右边单点,1657976,68 + 0.4
X,6,"小星星","汪苏泷",非押爆,爆气,分开,二爆,574,62,20,B - 右下单点,B - 右边单点,1657976,68 + 0.4
X,6,"小星星","汪苏泷",非押爆,爆气,分开,一爆,260,30,7,A - 左下左滑条结尾、右下滑点,A - 左边左滑条结尾、右边单点,1657976,68 + 0.4
X,6,"小星星","汪苏泷",非押爆,爆气,分开,二爆,574,62,20,B - 右下单点,B - 右边单点,1657976,68 + 0.4
X,6,"小星星","汪苏泷",非押爆,爆气,分开,一爆,254,29,22,A - 左下单点,A - 左边右滑条中间,1657448,68 + 0.3
X,6,"小星星","汪苏泷",非押爆,爆气,分开,二爆,586,64,0,B - 左下单点、右下单点,B - 右下单点,1657448,68 + 0.3
X,6,"小星星","汪苏泷",非押爆,爆气,分开,一爆,255,29,28,A - 右下单点,A - 左边右滑条左拐,1656917,68 + 0.2
X,6,"小星星","汪苏泷",非押爆,爆气,分开,二爆,586,64,0,B - 左下单点、右下单点,B - 右下单点,1656917,68 + 0.2
X,6,"小星星","汪苏泷",押爆,爆气,分开,一爆,256,30,0,A - 左下左滑条开始,A - 左边左滑条结尾、右边单点,1669644,71 - 0.4
X,6,"小星星","汪苏泷",押爆,爆气,分开,二爆,573,62,16,B - 左下单点,B - 右边单点,1669644,71 - 0.4
X,6,"小星星","汪苏泷",押爆,爆气,分开,一爆,254,29,24,A - 左下单点,A - 左边右滑条左拐,1668584,70 + 0.4
X,6,"小星星","汪苏泷",押爆,爆气,分开,二爆,573,62,16,B - 左下单点,B - 右边单点,1668584,70 + 0.4
X,6,"小星星","汪苏泷",押爆,爆气,分开,一爆,257,30,1,A - 左下左滑条中间,A - 左边左滑条结尾、右边单点,1668053,70 + 0.3
X,6,"小星星","汪苏泷",押爆,爆气,分开,二爆,573,62,16,B - 左下单点,B - 右边单点,1668053,70 + 0.3
X,6,"小星星","汪苏泷",押爆,爆气,分开,一爆,253,29,16,A - 右下单点,A - 左边右滑条开始,1667524,70 + 0.2
X,6,"小星星","汪苏泷",押爆,爆气,分开,二爆,573,62,16,B - 左下单点,B - 右边单点,1667524,70 + 0.2
X,6,"小星星","汪苏泷",押爆,爆气,分开,一爆,254,29,22,A - 左下单点,A - 左边右滑条中间,1666993,70 + 0.1
X,6,"小星星","汪苏泷",押爆,爆气,分开,二爆,573,62,16,B - 左下单点,B - 右边单点,1666993,70 + 0.1
X,6,"小星星","汪苏泷",押爆,爆气,分开,一爆,256,30,0,A - 左下左滑条开始,A - 左边左滑条结尾、右边单点,1666991,70 + 0.1
X,6,"小星星","汪苏泷",押爆,爆气,分开,二爆,576,63,0,B - 右边滑点,B - 右边右滑条结尾、左边单点,1666991,70 + 0.1
X,6,"小星星","汪苏泷",押爆,爆气,分开,一爆,256,30,0,A - 左下左滑条开始,A - 左边左滑条结尾、右边单点,1666990,70 + 0.1
X,6,"小星星","汪苏泷",押爆,爆气,分开,二爆,592,64,18,B - 右边左滑条中间,B - 左边滑点、右边滑点,1666990,70 + 0.1
X,6,"小星星","汪苏泷",押爆,爆气,分开,一爆,256,30,0,A - 左下左滑条开始,A - 左边左滑条结尾、右边单点,1666990,70 + 0.1
X,6,"小星星","汪苏泷",押爆,爆气,分开,二爆,593,64,19,B - 右边左滑条结尾、左下单点,B - 左边滑点、右边滑点,1666990,70 + 0.1
X,6,"小星星","汪苏泷",押爆,爆气,分开,一爆,255,29,28,A - 右下单点,A - 左边左滑条中间,1666462,70 + 0.0
X,6,"小星星","汪苏泷",押爆,爆气,分开,二爆,573,62,16,B - 左下单点,B - 右边单点,1666462,70 + 0.0
X,6,"小星星","汪苏泷",押爆,爆气,分开,一爆,257,30,2,A - 左下左滑条中间,A - 左边左滑条结尾、右边单点,1666462,70 + 0.0
X,6,"小星星","汪苏泷",押爆,爆气,分开,二爆,573,62,16,B - 左下单点,B - 右边单点,1666462,70 + 0.0
W,8,"Why So Lonely","Wonder Girls",非押爆,爆气,分开,一爆,856,97,16,B - 左边单点、右边单点,B - 左边单点,2106879,73 + 0.3
W,8,"Why So Lonely","Wonder Girls",非押爆,爆气,分开,二爆,948,104,3,B - 右边单点,B - 左边右滑条结尾、右边左滑条结尾,2106879,73 + 0.3
W,8,"Why So Lonely","Wonder Girls",非押爆,爆气,分开,一爆,858,97,24,B - 左边长条开始、右边长条开始,B - 左边单点,2106879,73 + 0.3
W,8,"Why So Lonely","Wonder Girls",非押爆,爆气,分开,二爆,948,104,3,B - 右边单点,B - 左边右滑条结尾、右边左滑条结尾,2106879,73 + 0.3
W,8,"Why So Lonely","Wonder Girls",非押爆,爆气,分开,一爆,856,97,16,B - 左边单点、右边单点,B - 左边单点,2103697,73 - 0.3
W,8,"Why So Lonely","Wonder Girls",非押爆,爆气,分开,二爆,948,104,2,B - 右边单点,B - 左边右滑条中间、右边左滑条中间,2103697,73 - 0.3
W,8,"Why So Lonely","Wonder Girls",非押爆,爆气,分开,一爆,858,97,24,B - 左边长条开始、右边长条开始,B - 左边单点,2103697,73 - 0.3
W,8,"Why So Lonely","Wonder Girls",非押爆,爆气,分开,二爆,948,104,2,B - 右边单点,B - 左边右滑条中间、右边左滑条中间,2103697,73 - 0.3
W,8,"Why So Lonely","Wonder Girls",非押爆,爆气,分开,一爆,860,97,25,B - 左边长条中间、右边长条中间,B - 左边单点,2103697,73 - 0.3
W,8,"Why So Lonely","Wonder Girls",非押爆,爆气,分开,二爆,948,104,3,B - 右边单点,B - 左边右滑条结尾、右边左滑条结尾,2103697,73 - 0.3
W,8,"Why So Lonely","Wonder Girls",非押爆,爆气,分开,一爆,711,85,28,B - 左下滑点,B - 左边单点,2103144,73 - 0.4
W,8,"Why So Lonely","Wonder Girls",非押爆,爆气,分开,二爆,856,97,16,B - 左边单点、右边单点,B - 左边单点,2103144,73 - 0.4
W,8,"Why So Lonely","Wonder Girls",非押爆,爆气,分开,一爆,711,85,28,B - 左下滑点,B - 左边单点,2103144,73 - 0.4
W,8,"Why So Lonely","Wonder Girls",非押爆,爆气,分开,二爆,858,97,24,B - 左边长条开始、右边长条开始,B - 左边单点,2103144,73 - 0.4
W,8,"Why So Lonely","Wonder Girls",非押爆,爆气,分开,一爆,711,85,29,B - 左下滑点,B - 左边单点,2103144,73 - 0.4
W,8,"Why So Lonely","Wonder Girls",非押爆,爆气,分开,二爆,856,97,16,B - 左边单点、右边单点,B - 左边单点,2103144,73 - 0.4
W,8,"Why So Lonely","Wonder Girls",非押爆,爆气,分开,一爆,711,85,29,B - 左下滑点,B - 左边单点,2103144,73 - 0.4
W,8,"Why So Lonely","Wonder Girls",非押爆,爆气,分开,二爆,858,97,24,B - 左边长条开始、右边长条开始,B - 左边单点,2103144,73 - 0.4
W,8,"Why So Lonely","Wonder Girls",非押爆,爆气,分开,一爆,711,85,30,B - 左下滑点,B - 左边单点,2103144,73 - 0.4
W,8,"Why So Lonely","Wonder Girls",非押爆,爆气,分开,二爆,856,97,16,B - 左边单点、右边单点,B - 左边单点,2103144,73 - 0.4
W,8,"Why So Lonely","Wonder Girls",押爆,爆气,分开,一爆,856,97,16,B - 左边单点、右边单点,B - 左边单点,2114302,75 - 0.3
W,8,"Why So Lonely","Wonder Girls",押爆,爆气,分开,二爆,941,103,24,B - 左下滑点,B - 左边右滑条中间、右边左滑条中间,2114302,75 - 0.3
W,8,"Why So Lonely","Wonder Girls",押爆,爆气,分开,一爆,856,97,16,B - 左边单点、右边单点,B - 左边单点,2112183,74 + 0.3
W,8,"Why So Lonely","Wonder Girls",押爆,爆气,分开,二爆,948,103,31,B - 右边单点,B - 左边右滑条结尾、右边左滑条结尾,2112183,74 + 0.3
W,8,"Why So Lonely","Wonder Girls",押爆,爆气,分开,一爆,856,97,16,B - 左边单点、右边单点,B - 左边单点,2112182,74 + 0.3
W,8,"Why So Lonely","Wonder Girls",押爆,爆气,分开,二爆,939,103,16,B - 左边单点、右边单点,B - 左边左滑条右拐、右边右滑条左拐,2112182,74 + 0.3
W,8,"Why So Lonely","Wonder Girls",押爆,爆气,分开,一爆,856,97,16,B - 左边单点、右边单点,B - 左边单点,2112182,74 + 0.3
W,8,"Why So Lonely","Wonder Girls",押爆,爆气,分开,二爆,945,103,28,B - 左边滑点,B - 左边右滑条中间、右边左滑条中间,2112182,74 + 0.3
W,8,"Why So Lonely","Wonder Girls",押爆,爆气,分开,一爆,856,97,16,B - 左边单点、右边单点,B - 左边单点,2112181,74 + 0.3
W,8,"Why So Lonely","Wonder Girls",押爆,爆气,分开,二爆,942,103,25,B - 左下滑点,B - 左边右滑条中间、右边左滑条中间,2112181,74 + 0.3
W,8,"Why So Lonely","Wonder Girls",押爆,爆气,分开,一爆,856,97,16,B - 左边单点、右边单点,B - 左边单点,2111122,74 + 0.1
W,8,"Why So Lonely","Wonder Girls",押爆,爆气,分开,二爆,947,103,30,B - 左边滑点,B - 左边右滑条中间、右边左滑条中间,2111122,74 + 0.1
W,8,"Why So Lonely","Wonder Girls",押爆,爆气,分开,一爆,856,97,16,B - 左边单点、右边单点,B - 左边单点,2111121,74 + 0.1
W,8,"Why So Lonely","Wonder Girls",押爆,爆气,分开,二爆,944,103,27,B - 左边滑点,B - 左边右滑条中间、右边左滑条中间,2111121,74 + 0.1
W,8,"Why So Lonely","Wonder Girls",押爆,爆气,分开,一爆,856,97,16,B - 左边单点、右边单点,B - 左边单点,2111120,74 + 0.1
W,8,"Why So Lonely","Wonder Girls",押爆,爆气,分开,二爆,941,103,22,B - 左下滑点,B - 左边右滑条中间、右边左滑条中间,2111120,74 + 0.1
W,8,"Why So Lonely","Wonder Girls",押爆,爆气,分开,一爆,858,97,24,B - 左边长条开始、右边长条开始,B - 左边右滑条开始,2110589,74 + 0.0
W,8,"Why So Lonely","Wonder Girls",押爆,爆气,分开,二爆,941,103,24,B - 左下滑点,B - 左边右滑条中间、右边左滑条中间,2110589,74 + 0.0
W,8,"Why So Lonely","Wonder Girls",押爆,爆气,分开,一爆,856,97,16,B - 左边单点、右边单点,B - 左边单点,2110061,74 - 0.1
W,8,"Why So Lonely","Wonder Girls",押爆,爆气,分开,二爆,946,103,29,B - 左边滑点,B - 左边右滑条中间、右边左滑条中间,2110061,74 - 0.1
X,7,"炫舞国度","BOX.COM",非押爆,爆气,分开,一爆,589,63,2,B - 右边单点,B - 左下左滑条中间,1804480,80 - 0.2
X,7,"炫舞国度","BOX.COM",非押爆,爆气,分开,二爆,684,71,4,B - 左下单点,B - 左边单点,1804480,80 - 0.2
X,7,"炫舞国度","BOX.COM",非押爆,爆气,分开,一爆,589,63,0,B - 右边单点,B - 左下左滑条开始,1802889,80 - 0.5
X,7,"炫舞国度","BOX.COM",非押爆,爆气,分开,二爆,684,71,4,B - 左下单点,B - 左边单点,1802889,80 - 0.5
X,7,"炫舞国度","BOX.COM",非押爆,爆气,分开,一爆,590,63,6,B - 右下单点,B - 左下左滑条中间,1802358,79 + 0.4
X,7,"炫舞国度","BOX.COM",非押爆,爆气,分开,二爆,684,71,4,B - 左下单点,B - 左边单点,1802358,79 + 0.4
X,7,"炫舞国度","BOX.COM",非押爆,爆气,分开,一爆,45,10,4,A - 右下单点,A - 左下单点、右边单点,1802012,81 - 0.2
X,7,"炫舞国度","BOX.COM",非押爆,爆气,分开,二爆,684,71,4,B - 左下单点,B - 左边单点,1802012,81 - 0.2
X,7,"炫舞国度","BOX.COM",非押爆,爆气,分开,一爆,37,9,4,A - 左下单点,A - 左下单点,1801665,81 + 0.4
X,7,"炫舞国度","BOX.COM",非押爆,爆气,分开,二爆,684,71,4,B - 左下单点,B - 左边单点,1801665,81 + 0.4
X,7,"炫舞国度","BOX.COM",非押爆,爆气,分开,一爆,588,62,24,B - 左边单点,B - 右边单点,1801298,79 + 0.2
X,7,"炫舞国度","BOX.COM",非押爆,爆气,分开,二爆,684,71,4,B - 左下单点,B - 左边单点,1801298,79 + 0.2
X,7,"炫舞国度","BOX.COM",非押爆,爆气,分开,一爆,589,62,28,B - 右边单点,B - 中间单点,1801298,79 + 0.2
X,7,"炫舞国度","BOX.COM",非押爆,爆气,分开,二爆,684,71,4,B - 左下单点,B - 左边单点,1801298,79 + 0.2
X,7,"炫舞国度","BOX.COM",非押爆,爆气,分开,一爆,45,10,4,A - 右下单点,A - 左下单点、右边单点,1800934,81 - 0.4
X,7,"炫舞国度","BOX.COM",非押爆,爆气,分开,二爆,589,63,2,B - 右边单点,B - 左下左滑条中间,1800934,81 - 0.4
X,7,"炫舞国度","BOX.COM",非押爆,爆气,分开,一爆,590,63,4,B - 右下单点,B - 左下左滑条中间,1800767,79 + 0.1
X,7,"炫舞国度","BOX.COM",非押爆,爆气,分开,二爆,684,71,4,B - 左下单点,B - 左边单点,1800767,79 + 0.1
X,7,"炫舞国度","BOX.COM",非押爆,爆气,分开,一爆,37,9,4,A - 左下单点,A - 左下单点,1800587,81 + 0.2
X,7,"炫舞国度","BOX.COM",非押爆,爆气,分开,二爆,589,63,2,B - 右边单点,B - 左下左滑条中间,1800587,81 + 0.2
X,7,"炫舞国度","BOX.COM",押爆,爆气,分开,一爆,589,63,2,B - 右边单点,B - 左下左滑条中间,1812966,81 + 0.4
X,7,"炫舞国度","BOX.COM",押爆,爆气,分开,二爆,674,69,28,B - 左下单点、右边单点,B - 左下单点、右下单点,1812966,81 + 0.4
X,7,"炫舞国度","BOX.COM",押爆,爆气,分开,一爆,588,62,24,B - 左边单点,B - 中间单点,1811906,81 + 0.2
X,7,"炫舞国度","BOX.COM",押爆,爆气,分开,二爆,674,69,28,B - 左下单点、右边单点,B - 左下单点、右下单点,1811906,81 + 0.2
X,7,"炫舞国度","BOX.COM",押爆,爆气,分开,一爆,589,63,0,B - 右边单点,B - 左下左滑条中间,1811375,81 + 0.1
X,7,"炫舞国度","BOX.COM",押爆,爆气,分开,二爆,674,69,28,B - 左下单点、右边单点,B - 左下单点、右下单点,1811375,81 + 0.1
X,7,"炫舞国度","BOX.COM",押爆,爆气,分开,一爆,590,63,6,B - 右下单点,B - 左边右滑条中间,1810844,81 + 0.0
X,7,"炫舞国度","BOX.COM",押爆,爆气,分开,二爆,674,69,28,B - 左下单点、右边单点,B - 左下单点、右下单点,1810844,81 + 0.0
X,7,"炫舞国度","BOX.COM",押爆,爆气,分开,一爆,589,62,30,B - 右边单点,B - 左下左滑条中间,1809784,81 - 0.2
X,7,"炫舞国度","BOX.COM",押爆,爆气,分开,二爆,674,69,28,B - 左下单点、右边单点,B - 左下单点、右下单点,1809784,81 - 0.2
X,7,"炫舞国度","BOX.COM",押爆,爆气,分开,一爆,590,63,4,B - 右下单点,B - 左边左滑条右拐,1809253,81 - 0.3
