字母,等级,歌名,歌手,突变,技能,类型,双排爆点,开头描述,结尾描述,半cb,全cb,双指数,单排爆点,开头描述,结尾描述,半cb,全cb,分数,单指数
,,"浪漫惊喜","kent王健",,红色,存气,93 + 129,A - 二轨长条开始、四轨长条开始^^^B - 一轨长条开始、四轨长条开始,A - 二轨长条结尾、四轨长条结尾^^^B - 四轨长条结尾,127,323,48 + 0.2,129,B - 一轨长条开始、四轨长条开始,B - 一轨单点,127,323,562536,23 - 0.4
*,9,"ペガサス幻想","MAKE-UP",,,分开,735 + 881,B - 二轨长条右滑、四轨单点^^^B - 一轨长条开始、四轨长条开始,B - 二一轨滑键^^^B - 一轨长条右滑、四轨长条结尾,420,1106,103 + 0.1,735,B - 二轨长条右滑、四轨单点,B - 二一轨滑键,420,1106,2276618,53 + 0.2
,,"触动心触动爱","BY2",,红色,分开,155 + 287,B - 一轨长条开始^^^B - 四轨长条中间,B - 三四轨滑键^^^B - 二一轨滑键,142,324,55 - 0.3,155,B - 一轨长条开始,B - 三四轨滑键,142,324,763827,28 - 0.5
T,6,"Telephone","Lady GaGa",,,分开,126 + 456、126 + 472、126 + 473,A - 二一轨滑条^^^B - 二一轨滑条,A - 一轨单点^^^B - 四轨单点,287,544,61 + 0.4,126,A - 二一轨滑条,A - 一轨单点,287,544,1352451,31 + 0.2
F,9,"Fight For You","潘玮柏",20,,分开,50 + 639,A - 一轨长条开始、四轨长条开始^^^B - 一轨长条开始、四轨长条开始,A - 一轨长条中间、四轨长条中间^^^B - 一轨长条中间、四轨长条中间,639,1297,104 + 0.0,639,B - 一轨长条开始、四轨长条开始,B - 一轨长条中间、四轨长条中间,639,1297,2252837,52 + 0.0
,,"Sky","Steerner",,红色,分开,87 + 532,A - 一轨单点^^^B - 二轨长条开始、四轨长条结尾,A - 一轨长条右滑、四轨长条左滑^^^B - 二轨长条结尾、三轨长条右滑,234,733,90 + 0.3,532,B - 二轨长条开始、四轨长条结尾,B - 二轨长条结尾、三轨长条右滑,234,733,1377350,47 + 0.1
,,"可以了","陈奕迅",,红色,分开,313 + 378,B - 四轨长条左滑^^^B - 二轨单点,B - 四轨单点^^^B - 一轨长条结尾、四轨长条结尾,200,443,58 + 0.3,313,B - 四轨长条左滑,B - 四轨单点,200,443,955034,30 - 0.3
,,"有点甜","汪苏泷 / BY2",,红色,分开,89 + 218,A - 三轨单点^^^B - 三轨单点,A - 一轨单点^^^B - 一轨长条右滑、四轨长条左滑,177,397,62 + 0.2,218,B - 三轨单点,B - 一轨长条右滑、四轨长条左滑,177,397,950964,34 + 0.1
O,7,"偶像万万岁","TimeZ",,,分开,66 + 455,A - 四轨单点^^^B - 一轨单点、四轨单点,A - 二轨单点、三轨单点^^^B - 四轨长条中间,272,572,63 - 0.3,66,A - 四轨单点,A - 二轨单点、三轨单点,272,572,1188274,32 + 0.1
,,"长腿叔叔","袁娅维",,红色,存气,141 + 341,A - 一轨单点、三轨单点^^^B - 二轨单点,A - 二轨长条结尾^^^B - 三轨长条开始,171,391,54 + 0.3,341,B - 二轨单点,B - 一轨单点,171,391,781660,27 + 0.0
L,6,"Landing","温岚",,红色,分开,312 + 408、312 + 409、312 + 423、313 + 408、313 + 409、313 + 423,B - 四轨单点^^^B - 三四轨滑键,B - 一轨长条右滑^^^B - 三轨单点,215,462,55 + 0.1,312、313,B - 四轨单点,B - 一轨长条右滑,215,462,992011,28 + 0.0
I,8,"I Want My Tears Back","NIGHT WISH",,红色,存气,582 + 811,A - 一轨单点^^^B - 二轨单点、四轨长条左滑,A - 二轨长条结尾、三轨长条结尾^^^B - 二轨长条左滑、四轨长条左滑,601,1432,146 - 0.2,930、941,B - 一轨长条右滑、四轨长条左滑,B - 一轨长条右滑、四轨长条左滑,601,1432,2801554,80 - 0.2
,,"Faded","Alan Walker",,红色,分开,60 + 300,A - 四轨单点^^^B - 二轨单点,A - 三轨长条结尾^^^B - 四轨单点,156,345,40 + 0.0,300,B - 二轨单点,B - 四轨单点,156,345,592728,21 - 0.4
,,"恋爱循环","花泽香菜",100,红色,分开,66 + 322,A - 四轨长条开始^^^B - 四轨长条开始,A - 二轨单点、三轨长条结尾^^^B - 二轨单点、三轨长条结尾,266,502,85 - 0.4,322,B - 四轨长条开始,B - 二轨单点、三轨长条结尾,266,502,1086999,42 + 0.3
,,"Love Story","Taylor Swift",,红色,存气,289 + 506、290 + 505,A - 二轨单点^^^B - 三轨单点,A - 二轨长条左滑、三四轨滑键^^^B - 二一轨滑键、三轨长条右滑,319,601,74 - 0.1,526,B - 二一轨滑键,B - 二一轨滑键、三轨长条右滑,319,601,1299728,42 + 0.1
,,"我们不该这样的","张赫宣",,红色,存气,109 + 285、110 + 283、110 + 284、110 + 285、110 + 286、110 + 287、110 + 289、111 + 283、111 + 285、111 + 286,A - 二轨单点^^^B - 四轨单点,A - 四轨单点^^^B - 三四轨滑键,144,346,62 - 0.2,282、283、285、286、287、288、289、290、291、292,B - 三轨单点,B - 四轨单点,144,346,861616,31 - 0.2
,,"LOVE IT LIVE IT","YDPP",,红色,分开,399 + 482,B - 二轨单点^^^B - 二轨单点、三轨单点,B - 一轨长条结尾^^^B - 三轨单点,230,557,61 - 0.3,482,B - 二轨单点、三轨单点,B - 三轨单点,230,557,1123992,33 + 0.1
,,"动物森林","范玮琪",,红色,分开,183 + 263、184 + 263,B - 三轨单点^^^B - 二一轨滑键,B - 一轨长条结尾、四轨单点^^^B - 二轨单点,137,305,48 - 0.2,183、184,B - 三轨单点,B - 一轨长条结尾、四轨单点,137,305,707816,24 + 0.0
,,"无限大","孙燕姿",,红色,分开,51 + 163,A - 三轨长条开始^^^A - 二轨长条开始,A - 一轨长条结尾、三轨长条开始^^^A - 四轨长条左滑,345,476,58 - 0.4,163,A - 二轨长条开始,A - 四轨长条左滑,345,476,1042732,30 - 0.5
D,10,"大艺术家(困难版)","蔡依林",,,分开,810 + 922,B - 三轨单点^^^B - 一轨单点、三轨单点,B - 二轨长条结尾、四轨长条结尾^^^B - 二轨长条中间、四轨长条中间,721,1382,115 - 0.4,883,B - 一轨单点、三轨单点,B - 二轨长条结尾、四轨长条结尾,721,1382,2555620,59 - 0.2
,,"Be My Baby","Wonder Girls",,,分开,181 + 762、187 + 762,A - 二轨单点^^^B - 一二轨滑条、四五轨滑条,A - 一轨长条结尾、五轨长条结尾^^^B - 五轨单点,678,1067,88 + 0.4,181、187,A - 二轨单点,A - 一轨长条结尾、五轨长条结尾,678,1067,2016047,44 + 0.2
S,9,"SWEET TALKER","TWICE",,,分开,404 + 978,A - 二轨长条开始、三轨长条开始^^^B - 一轨长条开始、四轨长条开始,A - 二一轨滑键、三四轨滑键^^^B - 二一轨滑键,530,1145,112 + 0.1,978,B - 一轨长条开始、四轨长条开始,B - 二一轨滑键,530,1145,2208950,56 + 0.1
,,"专属味道","汪苏泷/林希儿",,红色,分开,251 + 736、336 + 736、570 + 736、655 + 736,A - 四轨单点^^^B - 三轨长条开始,A - 四轨长条左滑^^^B - 三轨长条右滑,417,871,72 + 0.4,736,B - 三轨长条开始,B - 三轨长条右滑,417,871,1498580,40 - 0.3
D,9,"Dear Future Husband","Meghan Trainor",,,分开,159 + 464、159 + 465、159 + 466、159 + 795、159 + 796、159 + 797、160 + 464、160 + 465、160 + 466、160 + 795,A - 一轨单点^^^B - 四轨单点,A - 二一轨滑键^^^B - 三四轨滑键,436,1068,75 + 0.4,159、160、161、464、465、466、795、796、797,A - 一轨单点,A - 二一轨滑键,436,1068,1951587,38 - 0.3
,,"剩下的盛夏","TFBOYS",,红色,分开,112 + 319、112 + 320、112 + 325,A - 四轨长条开始^^^B - 四轨单点,A - 三轨长条右滑^^^B - 二轨单点,279,583,67 + 0.2,112,A - 四轨长条开始,A - 三轨长条右滑,279,583,937744,37 + 0.2
,,"非酋","薛明媛/朱贺",,红色,分开,79 + 190,A - 四轨单点^^^B - 一轨单点,A - 二轨单点^^^B - 三轨长条右滑,130,310,53 - 0.2,190,B - 一轨单点,B - 三轨长条右滑,130,310,821171,27 - 0.2
,,"万有引力","汪苏泷",,红色,分开,92 + 157、92 + 158、92 + 159,B - 三轨单点^^^B - 二轨单点,B - 四轨单点^^^B - 二轨长条结尾,56,204,41 + 0.2,157、158、159,B - 二轨单点,B - 二轨长条结尾,56,204,439682,21 - 0.1
Y,9,"一吻天荒","胡歌",20,,分开,672 + 1183,B - 一轨长条中间、四轨长条中间^^^B - 二轨长条中间、三轨长条中间,B - 二轨单点、三轨单点^^^B - 二一轨滑键、三四轨滑键,465,1660,125 + 0.3,1183,B - 二轨长条中间、三轨长条中间,B - 二一轨滑键、三四轨滑键,465,1660,2517271,63 + 0.1
,,"Just Like Fire","P!nk",,,分开,160 + 574,A - 二轨单点、五轨长条开始^^^B - 二轨单点、五轨长条开始,A - 一轨长条中间、四轨单点^^^B - 一轨长条中间、四轨单点,403,1008,93 + 0.2,160、574,A - 二轨单点、五轨长条开始,A - 一轨长条中间、四轨单点,403,1008,2181659,47 - 0.4
B,6,"Boys","Charli XCX",,红色,分开,352 + 416,B - 四轨单点^^^B - 四轨单点,B - 一轨长条右滑^^^B - 一轨长条结尾,284,580,55 + 0.3,353,B - 二轨长条开始,B - 四轨单点,284,580,1071996,29 + 0.0
,,"Hola","Flo Rida/Maluma",,红色,分开,91 + 245,A - 四轨长条开始^^^B - 二轨单点、四轨单点,A - 二一轨滑键^^^B - 三轨长条右滑,175,335,54 + 0.1,245,B - 二轨单点、四轨单点,B - 三轨长条右滑,175,335,821338,27 + 0.0
,,"Born This Way","Lady Gaga",,红色,分开,143 + 315、143 + 353、143 + 315、143 + 353、143 + 315、143 + 353、143 + 315、143 + 353、143 + 315、143 + 353,A - 二轨长条开始、四轨长条开始^^^B - 二轨单点,A - 一轨长条结尾、三轨长条结尾^^^B - 一轨长条结尾、四轨长条结尾,206,450,55 - 0.1,315、353,B - 二轨单点,B - 一轨长条结尾、四轨长条结尾,206,450,974194,28 - 0.4
,,"逆战","张杰",,红色,分开,66 + 199,A - 三轨单点^^^B - 二轨单点,A - 二一轨滑键、三四轨滑键^^^B - 四三轨滑键,179,350,66 + 0.2,66,A - 三轨单点,A - 二一轨滑键、三四轨滑键,179,350,1047867,37 - 0.5
,,"Trouble Is a Friend","Lenka",,红色,存气,184 + 358,A - 一轨单点、四轨单点^^^B - 一轨单点、四轨单点,A - 二轨长条结尾、三轨长条结尾^^^B - 一二轨滑键,220,592,65 + 0.0,406、408,B - 一轨单点,B - 四轨单点,220,592,1116841,33 - 0.1
,,"You Are","GOT7",,红色,分开,74 + 185,A - 一轨单点^^^B - 二轨长条开始,A - 四轨单点^^^B - 一轨单点,110,293,53 - 0.2,74,A - 一轨单点,A - 四轨单点,110,293,670306,27 + 0.0
,,"不完美小孩","TFBOYS",,红色,分开,271 + 367,B - 一轨长条开始^^^B - 一轨长条开始,B - 四轨长条结尾^^^B - 四轨长条开始,208,529,58 - 0.2,271,B - 一轨长条开始,B - 四轨长条结尾,208,529,944089,29 + 0.0
,,"Real Change","Masetti",,红色,分开,274 + 407、275 + 407,B - 二轨单点^^^B - 二轨单点,B - 三轨单点^^^B - 三轨单点,212,435,56 + 0.0,274、275,B - 二轨单点,B - 三轨单点,212,435,1029286,29 + 0.0
,,"DAY BY DAY","T-ara",,红色,分开,213 + 309,B - 二轨长条开始、三轨长条开始^^^B - 一轨单点,B - 一轨单点^^^B - 二轨单点、四轨单点,164,354,60 + 0.0,213,B - 二轨长条开始、三轨长条开始,B - 一轨单点,164,354,950329,31 + 0.0
,,"走着走着就散了","庄心妍",,红色,分开,405 + 482,B - 一轨单点、三轨单点^^^B - 一轨长条中间,B - 二轨长条中间^^^B - 一轨长条结尾、四轨长条结尾,274,587,65 - 0.2,482,B - 一轨长条中间,B - 一轨长条结尾、四轨长条结尾,274,587,1095139,34 + 0.0
H,6,"好想告诉你","谷泽智文",,红色,分开,85 + 404,A - 一轨长条开始^^^B - 一轨长条中间,A - 一轨单点、四轨单点^^^B - 二轨长条左滑,291,704,74 + 0.1,85,A - 一轨长条开始,A - 一轨单点、四轨单点,291,704,1374723,37 + 0.2
C,9,"chAngE","miwa",,,分开,938 + 1032,B - 三轨长条开始^^^B - 一轨长条开始、三轨长条开始,B - 一轨长条右滑、三轨长条右滑^^^B - 二轨单点,507,1164,89 + 0.3,1032,B - 一轨长条开始、三轨长条开始,B - 二轨单点,507,1164,2516225,47 + 0.0
,,"Numb","Linkin Park",,红色,存气,227 + 475,A - 二轨长条开始、四轨单点^^^B - 二轨单点、四轨长条开始,A - 一轨单点、三轨单点^^^B - 二轨长条中间、三轨长条中间,244,668,88 + 0.4,549,B - 一轨长条中间、三轨单点,B - 二轨长条结尾、三轨长条结尾,244,668,1166386,45 + 0.2
,,"SHIORI","ClariS",50,,分开,383 + 1274、383 + 1277、383 + 1279、390 + 1274、390 + 1277、390 + 1279、403 + 1274、403 + 1277、403 + 1279、1077 + 1274,A - 一轨长条右滑、五轨单点^^^B - 四轨长条右滑,A - 二轨长条左滑、四轨单点^^^B - 一轨单点、五轨长条中间,539,1420,133 + 0.1,1274、1277、1279,B - 四轨长条右滑,B - 一轨单点、五轨长条中间,539,1420,2882597,67 - 0.1
,,"Get It On The Floor","DMX",,,分开,237 + 380,A - 四轨长条右滑^^^A - 四轨单点,A - 一轨单点、五轨长条左滑^^^A - 三轨长条结尾、五轨单点,613,1241,94 - 0.3,237,A - 四轨长条右滑,A - 一轨单点、五轨长条左滑,613,1241,2350165,49 - 0.4
,,"一笑倾城","汪苏泷",,红色,分开,319 + 368、320 + 368,B - 一轨单点^^^B - 二轨长条开始,B - 一轨单点^^^B - 一轨单点,161,409,65 - 0.2,319、320,B - 一轨单点,B - 一轨单点,161,409,1058456,33 + 0.1
,,"稀罕没理由","潘玮柏",,红色,分开,99 + 164、99 + 165,B - 四轨单点^^^B - 二轨单点,B - 三轨单点^^^B - 二轨单点、四轨单点,96,196,46 + 0.0,164、165,B - 二轨单点,B - 二轨单点、四轨单点,96,196,492048,24 + 0.0
,,"The Fire","吉克隽逸",,红色,分开,167 + 363,A - 一轨单点^^^B - 三轨单点,A - 四轨单点^^^B - 一轨单点,270,506,68 - 0.2,167、363,A - 一轨单点,A - 四轨单点,270,506,945642,34 - 0.1
,,"我的梦","张靓颖",,红色,存气,189 + 376、189 + 377、190 + 376,A - 三轨单点^^^B - 二轨单点,A - 二一轨滑键^^^B - 四轨单点,238,606,71 - 0.5,178、179、182、380、381,A - 一轨单点,A - 一轨单点,238,606,1062549,35 + 0.0
C,9,"Crash","The Primitives",,,分开,175 + 1161,A - 一轨长条开始、四轨长条中间^^^B - 一轨长条右滑、四三轨滑条,A - 二轨长条中间、三轨长条中间^^^B - 二轨长条左滑、三轨单点,510,1268,91 + 0.2,175,A - 一轨长条开始、四轨长条中间,A - 二轨长条中间、三轨长条中间,510,1268,2159047,46 - 0.2
G,8,"工笔","Awaken-F",,,分开,159 + 432、159 + 433、159 + 434、159 + 435、159 + 436、159 + 437、432 + 591、433 + 591、434 + 591、435 + 591,A - 三轨单点^^^B - 四轨单点,A - 一轨长条开始^^^B - 四轨单点,360,792,72 + 0.0,432、433、434、435、436、437,B - 四轨单点,B - 四轨单点,360,792,1834562,37 + 0.0
H,9,"Hacking to the Gate","伊藤加奈子",50,,分开,818 + 1080,B - 二轨长条中间、三轨长条中间^^^B - 二一轨滑键、四轨单点,B - 二轨单点、三轨单点^^^B - 一轨长条中间、四轨单点,569,1160,104 - 0.4,818,B - 二轨长条中间、三轨长条中间,B - 二轨单点、三轨单点,569,1160,2155744,53 + 0.2
H,9,"Hey Baby 你是我的","李佳薇",,,分开,242 + 511、242 + 752、511 + 752,A - 四轨长条左滑^^^B - 四轨长条左滑,A - 三轨单点^^^B - 三轨单点,441,934,79 + 0.0,242、511、752,A - 四轨长条左滑,A - 三轨单点,441,934,1890583,40 - 0.5
,,"Turn Up","周汤豪",,红色,分开,184 + 492,A - 四轨长条开始^^^B - 一轨长条开始,A - 四轨单点^^^B - 一轨单点,289,587,69 + 0.4,184、492,A - 四轨长条开始,A - 四轨单点,289,587,1110963,35 - 0.3
,,"全部都是你","Dragon Pig",,红色,分开,129 + 303,A - 三轨长条开始^^^B - 二轨长条开始,A - 二轨长条开始^^^B - 三轨长条开始,174,348,53 - 0.4,129、303,A - 三轨长条开始,A - 二轨长条开始,174,348,646699,26 + 0.3
,,"Crossing Field","LiSA",50,,分开,1656 + 1830,B - 二一轨滑条、四五轨滑条^^^B - 二轨单点、四轨单点,B - 一轨长条结尾、三轨长条结尾^^^B - 一轨单点、三轨单点,903,2047,134 - 0.4,1830,B - 二轨单点、四轨单点,B - 一轨单点、三轨单点,903,2047,3029820,70 - 0.2
S,7,"Sugar Rush","吴映洁",,红色,分开,212 + 466,A - 二轨单点^^^B - 四轨单点,A - 四轨长条结尾^^^B - 二轨长条结尾,273,549,65 + 0.4,212、466,A - 二轨单点,A - 四轨长条结尾,273,549,1166715,33 - 0.3
,,"Just Dance","王一博",,红色,分开,156 + 434,A - 一轨长条开始^^^B - 四轨单点,A - 四三轨滑键^^^B - 二一轨滑键,244,524,65 - 0.5,434,B - 四轨单点,B - 二一轨滑键,244,524,1199247,34 - 0.5
,,"吸引定律","Awaken-F",,红色,分开,120 + 330,A - 一轨单点^^^B - 二轨单点,A - 三轨单点^^^B - 三轨单点,197,413,50 + 0.1,330,B - 二轨单点,B - 三轨单点,197,413,798448,25 + 0.1
B,6,"Bad Romance","Lady Gaga",,红色,分开,415 + 483、417 + 483、421 + 483,B - 一轨单点^^^B - 二轨单点、四轨单点,B - 四轨单点^^^B - 二一轨滑键、三四轨滑键,253,539,78 + 0.1,483,B - 二轨单点、四轨单点,B - 二一轨滑键、三四轨滑键,253,539,1447264,41 + 0.0
,,"雨后的咖啡","SNP",,红色,分开,114 + 363、114 + 364、115 + 363、115 + 364、128 + 363、128 + 364、129 + 363、129 + 364,A - 四轨单点^^^B - 一轨单点,A - 一轨单点^^^B - 四轨单点,272,517,48 + 0.4,114、115、128、129、363、364,A - 四轨单点,A - 一轨单点,272,517,892208,24 + 0.2
,,"江南","林俊杰",,红色,分开,117 + 410、117 + 411、117 + 412,A - 四轨单点^^^B - 三轨单点,A - 一轨单点、三轨长条结尾^^^B - 二轨长条右滑,213,496,66 - 0.3,117,A - 四轨单点,A - 一轨单点、三轨长条结尾,213,496,936934,34 - 0.2
,,"怎样说清此刻的心情","BY2",,红色,分开,291 + 503,A - 二一轨滑条、四轨单点^^^B - 一轨单点、三四轨滑条,A - 一轨长条结尾、三轨长条结尾^^^B - 二轨长条结尾、四轨长条结尾,373,611,74 + 0.4,291、503,A - 二一轨滑条、四轨单点,A - 一轨长条结尾、三轨长条结尾,373,611,1069245,37 + 0.2
,,"大碗宽面","吴亦凡",,红色,分开,83 + 164,A - 二轨单点^^^B - 一轨长条开始,A - 四轨单点^^^B - 一轨长条右滑,164,383,57 + 0.3,83,A - 二轨单点,A - 四轨单点,164,383,764355,30 + 0.4
B,9,"Butter Fly","和田光司",,,分开,794 + 922,B - 二轨长条开始、三轨长条开始^^^B - 二轨长条开始、三轨长条开始,B - 一轨长条中间、四轨长条中间^^^B - 一轨长条结尾、四轨长条结尾,643,1381,105 - 0.4,794,B - 二轨长条开始、三轨长条开始,B - 一轨长条中间、四轨长条中间,643,1381,2475274,53 - 0.5
,,"芥末巧克力","杨丞琳",,红色,分开,91 + 288,A - 三轨单点^^^B - 二轨单点,A - 三轨单点^^^B - 二轨单点,169,410,66 + 0.0,288,B - 二轨单点,B - 二轨单点,169,410,1077152,33 + 0.0
R,9,"Rookie","Red Velvet",,,分开,251 + 456、456 + 720,A - 二轨单点、四轨长条开始^^^B - 一轨长条开始、三轨单点,A - 一轨单点^^^B - 一轨单点,350,892,84 - 0.1,456,B - 一轨长条开始、三轨单点,B - 一轨单点,350,892,1870850,42 + 0.2
L,6,"Look What You Made Me Do","Taylor Swift",,红色,分开,227 + 298、227 + 299,B - 一二轨滑条^^^B - 二轨单点,B - 二轨单点、四轨长条结尾^^^B - 三轨单点,210,530,69 - 0.2,250、251,B - 一轨单点,B - 一轨长条结尾、四轨长条结尾,210,530,1226758,37 - 0.4
,,"淘汰","陈奕迅",,红色,分开,351 + 438,B - 二轨单点、三轨单点^^^B - 一轨单点、四轨单点,B - 四轨长条中间^^^B - 三轨长条中间,253,598,68 + 0.0,438,B - 一轨单点、四轨单点,B - 三轨长条中间,253,598,1005030,37 - 0.4
,,"克罗地亚狂想曲","马克西姆",,,分开,466 + 757、466 + 759、467 + 757、467 + 759、468 + 757、468 + 759、469 + 757、469 + 759、470 + 757、470 + 759,A - 一轨单点^^^B - 四轨单点,A - 一轨单点^^^B - 二轨长条右滑,536,1058,92 - 0.5,757、759,B - 四轨单点,B - 二轨长条右滑,536,1058,2559473,47 - 0.3
H,7,"好想大声说喜欢你","BAAD",,,分开,207 + 598,A - 二轨长条开始、三轨长条开始^^^B - 三轨长条右滑,A - 二轨长条左滑^^^B - 四轨长条左滑,396,976,81 - 0.5,598,B - 三轨长条右滑,B - 四轨长条左滑,396,976,1559722,41 - 0.1
T,7,"TOUCH MY HEART","罗志祥",,红色,分开,217 + 462,A - 一轨单点^^^B - 四轨单点,A - 二轨长条开始^^^B - 三轨长条开始,385,689,63 + 0.2,217、462,A - 一轨单点,A - 二轨长条开始,385,689,1182166,32 - 0.4
,,"朝代","排骨教主",,红色,分开,129 + 302,A - 一轨单点^^^B - 四轨单点,A - 四轨长条左滑^^^B - 一轨长条右滑,227,477,65 - 0.4,129、302,A - 一轨单点,A - 四轨长条左滑,227,477,986086,32 + 0.3
,,"Let Me Hear","Fear, and Loathing in Las Vegas",,,分开,1229 + 1407、1232 + 1407,B - 二轨长条左滑^^^B - 一轨单点,B - 二轨长条左滑、四轨单点^^^B - 三轨单点、四轨单点,833,1687,138 + 0.2,1229、1232,B - 二轨长条左滑,B - 二轨长条左滑、四轨单点,833,1687,3798997,70 - 0.5
G,10,"更新","Sabão",,,分开,558 + 1053、1053 + 1196,A - 一轨长条右滑、三四轨滑键^^^B - 一轨单点、四轨单点,A - 一轨长条结尾、四轨长条结尾^^^B - 二一轨滑条,696,1587,101 + 0.1,1053,B - 一轨单点、四轨单点,B - 二一轨滑条,696,1587,2875738,51 + 0.1
,,"恋爱幸运曲奇","AKB48",,红色,分开,224 + 354,B - 二轨单点^^^B - 三四轨滑键,B - 一轨长条右滑^^^B - 二轨长条结尾,148,420,54 - 0.5,224,B - 二轨单点,B - 一轨长条右滑,148,420,855876,27 + 0.4
,,"素颜","许嵩/何曼婷",,红色,分开,94 + 144、94 + 146,B - 四轨单点^^^B - 四轨单点,B - 三轨长条结尾^^^B - 二轨单点,91,209,41 - 0.4,144、146,B - 四轨单点,B - 二轨单点,91,209,425776,22 - 0.4
Z,7,"再遇不到你这样的人","庄心妍",,红色,分开,504 + 694,B - 一轨单点、三轨单点^^^B - 一轨长条开始、三轨单点,B - 一轨长条结尾、三轨单点^^^B - 一轨长条结尾、三轨单点,376,868,88 + 0.3,694,B - 一轨长条开始、三轨单点,B - 一轨长条结尾、三轨单点,376,868,1590635,45 - 0.3
S,10,"帅一个","罗志祥",,,分开,244 + 668,A - 一轨长条中间、三四轨滑键^^^B - 一轨单点、四轨长条中间,A - 二轨长条结尾、三轨长条右滑^^^B - 二轨长条左滑、三轨长条结尾,486,1177,102 + 0.0,244、668,A - 一轨长条中间、三四轨滑键,A - 二轨长条结尾、三轨长条右滑,486,1177,2232710,51 + 0.0
,,"狂欢夜","QQ炫舞原创",,红色,分开,247 + 469,B - 一轨单点^^^B - 一轨单点,B - 三轨长条左滑^^^B - 一轨单点、四轨长条结尾,160,524,64 + 0.2,469,B - 一轨单点,B - 一轨单点、四轨长条结尾,160,524,1028245,32 + 0.4
,,"芒种","音阙诗听/赵方婧",,红色,分开,114 + 313、114 + 314、114 + 319、114 + 320、114 + 326、114 + 313、114 + 314、114 + 319、114 + 320、114 + 326,A - 三轨单点^^^B - 二轨单点,A - 三轨长条结尾^^^B - 三轨单点,205,433,68 - 0.5,313、314、319、320、326,B - 二轨单点,B - 三轨单点,205,433,934954,36 + 0.0
,,"卡农","Pachelbel",,,分开,168 + 876,A - 一轨单点、五轨单点^^^B - 一轨长条结尾、四五轨滑键,A - 一轨单点^^^B - 一轨单点、四轨单点,472,925,83 + 0.0,168,A - 一轨单点、五轨单点,A - 一轨单点,472,925,1991355,42 + 0.0
S,9,"Sparkling Daydream","ZAQ",100,,分开,338 + 979,A - 二轨长条开始、三轨长条开始^^^B - 一轨单点,A - 四轨单点^^^B - 四轨单点,639,1450,112 - 0.3,338,A - 二轨长条开始、三轨长条开始,A - 四轨单点,639,1450,2801436,56 + 0.3
,,"我们的歌","王力宏",,,分开,484 + 652、544 + 652,B - 四轨单点^^^B - 三四轨滑条,B - 一轨单点^^^B - 二轨单点,347,750,60 + 0.4,652,B - 三四轨滑条,B - 二轨单点,347,750,1394906,33 - 0.3
,,"心率","鹿晗",,红色,分开,73 + 166、73 + 167,A - 二轨单点^^^B - 三轨单点,A - 一轨长条结尾^^^B - 二轨长条结尾,115,270,39 + 0.4,73,A - 二轨单点,A - 一轨长条结尾,115,270,500300,20 + 0.3
,,"Flamingo","米津玄師",,红色,分开,111 + 449、338 + 449,A - 二轨长条开始^^^B - 四轨单点,A - 三轨单点^^^B - 三轨单点,270,579,63 + 0.3,449,B - 四轨单点,B - 三轨单点,270,579,1074429,32 - 0.1
,,"我乐意(QQ炫舞系列主题曲)","许嵩",,红色,分开,352 + 579,B - 一轨长条开始^^^B - 三轨单点,B - 一轨单点、四轨单点^^^B - 一轨长条结尾、四轨长条结尾,276,662,66 - 0.2,352,B - 一轨长条开始,B - 一轨单点、四轨单点,276,662,1144979,33 + 0.3
B,6,"Baby","Justin Bieber",,红色,分开,122 + 340,A - 二轨长条中间^^^B - 二轨长条开始,A - 二轨单点、四轨单点^^^B - 一轨单点、三轨单点,268,551,62 - 0.1,340,B - 二轨长条开始,B - 一轨单点、三轨单点,268,551,1126852,31 + 0.3
X,6,"星期天","张紫豪",,红色,存气,202 + 420、203 + 419,A - 三轨长条中间^^^B - 二轨长条左滑,A - 二轨单点、三轨单点^^^B - 一轨单点,242,529,72 - 0.1,436、437,B - 三轨单点,B - 二轨单点,242,529,1088579,38 - 0.1
F,9,"flower of sorrow","花たん",,,分开,519 + 1183,A - 四轨长条开始^^^B - 一轨长条开始,A - 二一轨滑键、四轨单点^^^B - 一轨单点、三四轨滑键,624,1347,88 + 0.0,519、1183,A - 四轨长条开始,A - 二一轨滑键、四轨单点,624,1347,2351924,44 + 0.0
,,"ME!","Taylor Swift/Brendon Urie",,红色,分开,61 + 188,A - 三轨单点^^^B - 二轨单点,A - 一轨单点^^^B - 二轨单点,153,327,59 + 0.4,188,B - 二轨单点,B - 二轨单点,153,327,722514,30 - 0.3
,,"勋章","鹿晗",,红色,存气,70 + 117,A - 二轨单点^^^B - 一轨单点,A - 四轨单点^^^B - 三轨长条结尾,74,188,41 - 0.5,135,B - 四轨单点,B - 二轨单点,74,188,471910,21 - 0.5
L,6,"Love So Soft","Kelly Clarkson",,,分开,149 + 379,A - 三轨单点^^^B - 一轨长条中间、四三轨滑键,A - 一轨长条结尾、三轨单点^^^B - 二轨长条左滑,313,633,66 - 0.4,149,A - 三轨单点,A - 一轨长条结尾、三轨单点,313,633,1371118,34 - 0.1
,,"漫时光","QQ炫舞",,红色,分开,430 + 513,B - 一轨长条右滑^^^B - 四轨长条开始,B - 四轨长条结尾^^^B - 一轨单点,297,579,55 + 0.3,430,B - 一轨长条右滑,B - 四轨长条结尾,297,579,1050182,30 - 0.2
