字母,等级,歌名,歌手,突变,技能,类型,双排爆点,开头描述,结尾描述,半cb,全cb,双指数,单排爆点,开头描述,结尾描述,半cb,全cb,分数,单指数
,,"The Fire","吉克隽逸",,红色,分开,147 + 323,A - 左边单点^^^B - 右边单点,A - 左边单点^^^B - 右边单点,238,456,74 - 0.2,147、323,A - 左边单点,A - 左边单点,238,456,1008876,37 - 0.1
X,6,"幸福的节拍","杨丞琳",,红色,分开,196 + 400,A - 右边滑键^^^B - 左边连点第 1 个,A - 左边长条结尾、右边长条结尾^^^B - 右边单点,259,584,69 + 0.3,196,A - 右边滑键,A - 左边长条结尾、右边长条结尾,259,584,1293400,36 - 0.5
C,9,"Crossing Field","LiSA",,,分开,973 + 1059,B - 右边滑键^^^B - 左边白球,B - 左边长条中间^^^B - 右边长条中间,509,1142,67 + 0.0,1059,B - 左边白球,B - 右边长条中间,509,1142,1885595,34 - 0.2
H,6,"好想告诉你","谷泽智文",,红色,分开,305 + 416、306 + 416、307 + 416,B - 左边滑键^^^B - 左边单点,B - 右边滑键^^^B - 右边单点,232,561,70 - 0.4,305、306、307,B - 左边滑键,B - 右边滑键,232,561,1288645,35 + 0.1
,,"爱的就是你","刘佳",,红色,分开,123 + 221、123 + 222、124 + 221、124 + 222、124 + 221、124 + 222、124 + 221、124 + 222、124 + 221、124 + 222,A - 左边长条结尾^^^B - 右边单点,A - 右边连点第 3 个^^^B - 右边连点第 3 个,152,299,52 + 0.0,221、222,B - 右边单点,B - 右边连点第 3 个,152,299,857635,28 - 0.5
S,6,"Sky","Steerner",,红色,分开,82 + 380、82 + 381、82 + 382,A - 右边单点^^^B - 左边滑键,A - 左边单点^^^B - 左边单点,192,548,68 + 0.0,82,A - 右边单点,A - 左边单点,192,548,1288259,37 + 0.0
W,6,"What Do You Mean?","Justin Bieber",,红色,分开,348 + 420,B - 右边白球^^^B - 左边连点第 2 个,B - 左边白球、右边长条结尾^^^B - 左边白球,200,462,71 + 0.0,420,B - 左边连点第 2 个,B - 左边白球,200,462,1291719,36 + 0.0
,,"Long Kiss Good Bye","Halcali",,,分开,142 + 415、142 + 416、144 + 415、144 + 416、146 + 415、146 + 416、147 + 415、147 + 416、148 + 415、148 + 416,A - 左边单点、右边长条结尾^^^B - 右边单点,A - 右边单点^^^B - 左边连点第 2 个,296,675,66 - 0.2,415、416,B - 右边单点,B - 左边连点第 2 个,296,675,1357238,33 + 0.4
,,"剩下的盛夏","TFBOYS",,红色,分开,307 + 418,B - 左边连点第 1 个^^^B - 左边单点,B - 左边长条中间^^^B - 左边白球,221,447,65 + 0.2,418,B - 左边单点,B - 左边白球,221,447,923910,33 + 0.0
A,9,"曖昧スクリーム","平野绫",,,分开,446 + 909、453 + 909,A - 左边长条开始^^^B - 右边白球,A - 左边长条开始、右边长条结尾^^^B - 左边长条开始,592,1143,72 - 0.2,446、453、909,A - 左边长条开始,A - 左边长条开始、右边长条结尾,592,1143,2207634,36 - 0.1
,,"下个，路口，见","李宇春",,红色,分开,116 + 290、116 + 292、116 + 298、118 + 290、118 + 292、118 + 298、124 + 290、124 + 292、124 + 298,A - 左边滑键、右边单点^^^B - 左边滑键、右边单点,A - 左边单点、右边单点^^^B - 左边单点、右边单点,189,377,52 + 0.0,116、118、124、290、292、298,A - 左边滑键、右边单点,A - 左边单点、右边单点,189,377,717932,26 + 0.0
,,"Turn Up","周汤豪",,红色,分开,152 + 397,A - 右边单点^^^B - 右边单点,A - 左边白球^^^B - 右边白球,231,467,62 + 0.0,152、397,A - 右边单点,A - 左边白球,231,467,1053384,31 + 0.0
,,"淘汰","陈奕迅",,红色,存气,196 + 273,A - 左边单点、右边单点^^^B - 左边单点、右边单点,A - 左边单点、右边单点^^^B - 右边长条中间,200,472,60 - 0.2,272,B - 右边单点,B - 右边连点第 2 个,200,472,898943,31 - 0.4
,,"万有引力","汪苏泷",,红色,分开,77 + 131,B - 左边长条中间、右边长条中间^^^B - 左边单点,B - 左边单点、右边白球^^^B - 右边白球,62,185,47 + 0.3,77,B - 左边长条中间、右边长条中间,B - 左边单点、右边白球,62,185,502185,26 + 0.0
V,10,"Victory(困难版)","Bond",,,分开,818 + 948、819 + 948、820 + 948、821 + 948、822 + 948,B - 左边滑键^^^B - 右边连点第 1 个,B - 右边白球^^^B - 左边单点、右边单点,548,990,106 + 0.0,948,B - 右边连点第 1 个,B - 左边单点、右边单点,548,990,3248010,55 + 0.0
N,9,"你，有没有过","林俊杰",100,,分开,474 + 741,B - 左边滑键、右边长条开始^^^B - 左边单点、右边白球,B - 左边单点、右边长条中间^^^B - 左边长条中间、右边单点,423,995,88 + 0.0,741,B - 左边单点、右边白球,B - 左边长条中间、右边单点,423,995,2084306,45 + 0.4
Z,9,"仲夏","王北车",,,分开,205 + 623、205 + 629、205 + 634,A - 右边白球^^^B - 左边滑键、右边长条开始,A - 左边单点^^^B - 左边单点、右边单点,436,1014,70 - 0.4,205,A - 右边白球,A - 左边单点,436,1014,2015773,35 - 0.1
,,"因你而在","林俊杰",,红色,分开,177 + 257,A - 右边白球^^^B - 左边连点第 1 个,A - 左边长条中间、右边长条中间^^^B - 左边单点、右边长条开始,239,502,66 - 0.3,177,A - 右边白球,A - 左边长条中间、右边长条中间,239,502,1064290,34 - 0.5
R,9,"Rolling Star","YUI",20,,存气,399 + 836、399 + 837,A - 右边白球^^^B - 右边连点第 2 个,A - 右边单点^^^B - 右边白球,423,927,78 + 0.4,865,B - 左边单点,B - 右边白球,423,927,1711338,39 + 0.0
,,"丑八怪","薛之谦",,红色,分开,129 + 379,A - 左边白球^^^B - 右边白球,A - 右边长条中间^^^B - 左边长条中间,204,536,76 + 0.2,129、379,A - 左边白球,A - 右边长条中间,204,536,1294857,38 + 0.1
,,"微微一笑很倾城","杨洋",,,分开,136 + 366,A - 左边连点第 1 个^^^B - 右边连点第 1 个,A - 左边单点^^^B - 右边白球,229,522,63 - 0.5,366,B - 右边连点第 1 个,B - 右边白球,229,522,1210987,32 - 0.3
,,"再见安打","唐禹哲",,红色,分开,50 + 169,A - 左边单点^^^B - 左边单点、右边单点,A - 左边单点、右边单点^^^B - 右边单点,91,276,51 + 0.4,169,B - 左边单点、右边单点,B - 右边单点,91,276,660618,26 - 0.5
,,"夜空中最亮的星","逃跑计划",,红色,分开,189 + 360,A - 左边白球^^^B - 左边连点第 1 个、右边长条结尾,A - 左边白球^^^B - 右边白球,292,568,67 + 0.4,360,B - 左边连点第 1 个、右边长条结尾,B - 右边白球,292,568,1058890,34 + 0.3
,,"桃花旗袍","BY2",100,红色,分开,50 + 251,A - 左边白球、右边长条中间^^^B - 左边白球,A - 右边白球^^^B - 左边白球、右边长条中间,142,355,69 - 0.5,251,B - 左边白球,B - 左边白球、右边长条中间,142,355,936336,38 - 0.1
W,6,"What Makes You Beautiful","One Direction",50,红色,分开,414 + 496,B - 左边白球^^^B - 右边长条开始,B - 左边长条中间^^^B - 左边长条结尾、右边长条结尾,223,563,68 - 0.5,496,B - 右边长条开始,B - 左边长条结尾、右边长条结尾,223,563,1159012,34 + 0.2
W,9,"Wake up!","AAA",,红色,分开,334 + 441,B - 左边单点、右边单点^^^B - 右边白球,B - 左边单点^^^B - 左边长条结尾、右边长条结尾,242,747,96 - 0.5,441,B - 右边白球,B - 左边长条结尾、右边长条结尾,242,747,1949753,52 - 0.5
S,7,"什么什么","蔡依林",50,,分开,157 + 387、157 + 388、157 + 389、157 + 390、157 + 391、158 + 387、158 + 388、158 + 389、158 + 390、158 + 391,A - 右边连点第 1 个^^^B - 右边连点第 1 个,A - 左边单点^^^B - 左边单点,264,584,71 + 0.0,157、158、159、160、161、387、388、389、390、391,A - 右边连点第 1 个,A - 左边单点,264,584,1526116,36 - 0.5
,,"凉凉","杨宗纬/张碧晨",,红色,分开,342 + 423,B - 左边白球^^^B - 右边白球,B - 右边单点^^^B - 右边长条结尾,158,468,53 - 0.5,342,B - 左边白球,B - 右边单点,158,468,790089,28 + 0.0
,,"Flower Dance","DJ OKAWARI",,红色,分开,64 + 179,A - 左边连点第 1 个^^^B - 右边白球,A - 左边白球^^^B - 左边长条结尾,129,272,54 - 0.5,179,B - 右边白球,B - 左边长条结尾,129,272,630941,28 - 0.5
*,9,"プライド革命","CHiCO with HoneyWorks",,,分开,346 + 762,A - 左边单点、右边单点^^^B - 左边单点、右边单点,A - 右边白球^^^B - 左边白球,401,823,76 + 0.0,346、762,A - 左边单点、右边单点,A - 右边白球,401,823,1976643,38 + 0.0
B,9,"Butter Fly","和田光司",,,存气,402 + 921,A - 左边滑键、右边长条开始^^^B - 左边长条中间,A - 左边单点^^^B - 左边单点、右边长条结尾,469,1031,87 + 0.4,913、923,B - 左边单点、右边长条中间,B - 左边长条中间、右边连点第 3 个,469,1031,2145217,45 - 0.1
,,"漫时光","QQ炫舞",,,分开,261 + 409,B - 右边单点^^^B - 右边单点,B - 左边长条中间^^^B - 左边长条结尾、右边长条结尾,261,445,53 - 0.3,409,B - 右边单点,B - 左边长条结尾、右边长条结尾,261,445,1065576,26 + 0.4
B,9,"Be My Baby","Wonder Girls",,,分开,203 + 274、203 + 275、203 + 276、203 + 277、205 + 274、205 + 275、205 + 276、205 + 277、274 + 521、275 + 521,A - 左边单点^^^A - 右边滑键,A - 左边长条结尾、右边白球^^^A - 左边长条结尾、右边白球,483,767,73 - 0.5,274、275、276、277,A - 右边滑键,A - 左边长条结尾、右边白球,483,767,1845946,37 - 0.5
,,"走着走着就散了","庄心妍",,红色,分开,358 + 405,B - 左边单点^^^B - 右边白球,B - 右边白球^^^B - 左边长条中间、右边长条中间,236,512,65 - 0.2,405,B - 右边白球,B - 左边长条中间、右边长条中间,236,512,1119754,33 - 0.2
D,9,"单线告别","接个吻，开一枪/刘至佳",,,存气,348 + 569,A - 左边长条中间^^^B - 左边单点,A - 右边白球^^^B - 右边单点,368,710,69 + 0.2,291、601,A - 右边单点,A - 左边单点,368,710,1661255,35 - 0.5
,,"FIVE","Apink",,红色,分开,183 + 327,A - 左边单点、右边单点^^^B - 左边单点、右边单点,A - 左边单点^^^B - 左边单点,239,402,60 + 0.0,183、327,A - 左边单点、右边单点,A - 左边单点,239,402,1005158,30 + 0.0
A,7,"Apple Is A","T-ara",,红色,分开,127 + 339、128 + 339、130 + 339,A - 右边连点第 1 个^^^B - 左边长条开始、右边长条结尾,A - 右边单点^^^B - 左边白球,192,385,70 - 0.5,127、128、130,A - 右边连点第 1 个,A - 右边单点,192,385,1046890,36 + 0.0
,,"小情歌","苏打绿",,红色,分开,341 + 393、341 + 394、341 + 398、342 + 393、342 + 394、342 + 398、342 + 393、342 + 394、342 + 398、342 + 393,B - 右边单点^^^B - 左边单点,B - 左边白球^^^B - 右边白球,186,458,61 + 0.3,341、342、346,B - 右边单点,B - 左边白球,186,458,1069613,31 + 0.4
B,6,"白骑士","QQ炫舞原创",,,分开,347 + 549,B - 左边长条开始^^^B - 左边单点,B - 左边白球^^^B - 左边单点,298,605,63 - 0.4,347,B - 左边长条开始,B - 左边白球,298,605,1206315,32 - 0.2
,,"Hola","Flo Rida/Maluma",,红色,分开,41 + 111、41 + 112、41 + 113、41 + 114、41 + 115、41 + 212、41 + 220、41 + 221、41 + 222、41 + 223,A - 左边白球^^^A - 左边连点第 1 个,A - 右边白球^^^A - 右边连点第 1 个,156,295,57 - 0.5,41,A - 左边白球,A - 右边白球,156,295,868127,30 + 0.0
Y,9,"邮递马车","Hermann Necke",,红色,分开,249 + 372、249 + 373、249 + 374、249 + 375、249 + 376、249 + 377、249 + 385、249 + 387、249 + 388、249 + 390,B - 左边长条结尾、右边长条开始^^^B - 右边连点第 1 个,B - 左边单点、右边长条结尾^^^B - 左边连点第 1 个,202,512,75 - 0.5,249,B - 左边长条结尾、右边长条开始,B - 左边单点、右边长条结尾,202,512,1374785,40 - 0.5
Y,6,"原点","徐梦圆",,,分开,216 + 692、216 + 693、216 + 694、216 + 695、216 + 696、217 + 692、217 + 693、217 + 694、217 + 695、217 + 696,A - 右边连点第 1 个^^^B - 左边连点第 1 个,A - 右边连点第 1 个^^^B - 左边连点第 1 个,448,924,64 + 0.2,216、217、218、219、220、692、693、694、695、696,A - 右边连点第 1 个,A - 右边连点第 1 个,448,924,1457529,32 + 0.1
,,"棉花糖","至上励合",,红色,分开,102 + 132、102 + 134、103 + 132、103 + 134,B - 左边单点^^^B - 右边单点,B - 右边白球^^^B - 左边白球,95,228,48 + 0.0,132、134,B - 右边单点,B - 左边白球,95,228,638235,24 + 0.0
B,7,"Bing Bing","Crayon Pop",,,分开,128 + 576、128 + 577、139 + 576、139 + 577、141 + 576、141 + 577,A - 右边单点^^^B - 右边滑键,A - 左边滑键^^^B - 左边滑键、右边长条结尾,373,720,63 - 0.2,576、577,B - 右边滑键,B - 左边滑键、右边长条结尾,373,720,1759435,33 - 0.1
,,"炫舞","陈伟霆",,,分开,257 + 598,A - 左边滑键^^^B - 左边滑键,A - 右边滑键^^^B - 左边长条结尾、右边长条结尾,354,682,54 - 0.1,598,B - 左边滑键,B - 左边长条结尾、右边长条结尾,354,682,1119580,29 + 0.1
,,"You Are","GOT7",100,红色,分开,279 + 345,B - 右边长条中间^^^B - 左边单点、右边长条结尾,B - 左边单点、右边单点^^^B - 左边单点、右边长条结尾,188,443,61 + 0.3,345,B - 左边单点、右边长条结尾,B - 左边单点、右边长条结尾,188,443,801008,33 + 0.3
M,8,"马上上马","庄园",,,分开,465 + 532,B - 左边白球^^^B - 右边单点,B - 右边白球^^^B - 左边白球,375,665,89 - 0.5,532,B - 右边单点,B - 左边白球,375,665,1847333,46 + 0.0
G,10,"Get It On The Floor","DMX",,,分开,373 + 732,A - 右边白球^^^B - 右边白球,A - 左边连点第 1 个^^^B - 左边连点第 1 个,447,836,78 + 0.0,373、732,A - 右边白球,A - 左边连点第 1 个,447,836,2195339,39 + 0.0
,,"直到世界终结 ","WANDS",,红色,分开,154 + 190,B - 左边白球^^^B - 右边白球,B - 左边长条中间^^^B - 左边长条中间,122,363,63 - 0.5,154,B - 左边白球,B - 左边长条中间,122,363,832274,31 + 0.4
B,9,"Bright Burning Shout","T.M.Revolution",,,分开,321 + 944,A - 右边单点^^^B - 左边单点,A - 左边长条中间^^^B - 右边长条中间,547,1130,75 - 0.2,321、944,A - 右边单点,A - 左边长条中间,547,1130,2327376,37 + 0.4
J,9,"禁绝边境线","Walküre",,,分开,564 + 660、564 + 665、565 + 660、565 + 665,B - 左边滑键^^^B - 右边滑键,B - 左边白球^^^B - 左边白球,399,971,92 + 0.4,660、665,B - 右边滑键,B - 左边白球,399,971,2151249,47 - 0.5
*,10,"123我爱你(困难版)","新乐尘符",,,分开,309 + 700,A - 左边单点^^^B - 左边滑键,A - 左边单点、右边单点^^^B - 右边白球,430,896,84 + 0.0,309,A - 左边单点,A - 左边单点、右边单点,430,896,2182719,42 + 0.0
,,"绿光","孙燕姿",,红色,分开,120 + 389、121 + 389、122 + 389、247 + 389、248 + 389、249 + 389,A - 左边单点^^^B - 左边单点、右边单点,A - 左边白球^^^B - 左边白球,171,437,76 + 0.0,389,B - 左边单点、右边单点,B - 左边白球,171,437,1091908,41 - 0.5
,,"吸引定律","Awaken-F",,红色,分开,115 + 257,A - 左边单点^^^B - 右边单点,A - 右边白球^^^B - 左边白球,167,340,54 + 0.0,115、257,A - 左边单点,A - 右边白球,167,340,863885,27 + 0.0
,,"让我心动","Apink",,红色,分开,221 + 332,B - 右边单点^^^B - 左边滑键,B - 左边白球^^^B - 左边白球,173,422,63 + 0.1,332,B - 左边滑键,B - 左边白球,173,422,1092494,33 - 0.1
,,"唐人","孙子涵",100,红色,分开,65 + 155,A - 左边白球^^^B - 左边单点,A - 左边单点、右边长条开始^^^B - 左边滑键,136,377,56 + 0.1,65,A - 左边白球,A - 左边单点、右边长条开始,136,377,910328,29 + 0.2
R,10,"Remember","FTISLAND",,,分开,409 + 945,A - 左边滑键、右边长条开始^^^B - 左边长条开始、右边滑键,A - 左边长条结尾、右边长条结尾^^^B - 左边长条结尾、右边长条结尾,707,1277,77 + 0.4,409、945,A - 左边滑键、右边长条开始,A - 左边长条结尾、右边长条结尾,707,1277,2466191,39 - 0.3
B,7,"Brave Heart","宮崎歩",,,分开,333 + 384,A - 右边白球^^^A - 右边白球,A - 右边单点^^^A - 左边单点、右边单点,438,746,65 + 0.2,384,A - 右边白球,A - 左边单点、右边单点,438,746,1529026,33 + 0.2
J,9,"Just Like Fire","P!nk",,,分开,468 + 721,B - 左边长条开始、右边单点^^^B - 左边长条结尾、右边白球,B - 右边长条结尾^^^B - 右边白球,313,766,82 + 0.4,721,B - 左边长条结尾、右边白球,B - 右边白球,313,766,1989820,43 - 0.3
,,"我的朋友","TFBOYS",,,分开,596 + 704,B - 左边长条中间、右边长条开始^^^B - 左边长条开始、右边长条中间,B - 右边滑键^^^B - 左边单点,454,909,90 + 0.3,596,B - 左边长条中间、右边长条开始,B - 右边滑键,454,909,2070721,45 + 0.4
,,"不朽之罪","双笙/玄觞",,红色,分开,193 + 253,B - 左边长条开始^^^B - 右边长条开始,B - 左边白球^^^B - 右边白球,118,309,59 + 0.2,253,B - 右边长条开始,B - 右边白球,118,309,806213,30 + 0.1
S,7,"Sugar Rush","吴映洁",,红色,分开,212 + 465,A - 左边滑键^^^B - 右边滑键,A - 右边长条结尾^^^B - 右边长条结尾,273,548,72 + 0.0,212、465,A - 左边滑键,A - 右边长条结尾,273,548,1235178,36 + 0.0
G,9,"孤注一掷的舞者","DOES",,,分开,441 + 483、441 + 484、442 + 483、442 + 484,B - 左边长条中间^^^B - 左边单点,B - 左边单点^^^B - 左边单点,432,800,80 + 0.1,462、463、464、465、466、467,B - 右边单点,B - 右边连点第 3 个,432,800,1858203,42 - 0.5
Q,8,"青鸟","生物股长",,,分开,502 + 641,B - 右边滑键^^^B - 右边白球,B - 右边白球^^^B - 右边滑键,357,779,89 - 0.4,502,B - 右边滑键,B - 右边白球,357,779,2217486,46 - 0.5
,,"触动心触动爱","BY2",,红色,分开,39 + 248,A - 左边单点^^^B - 左边单点,A - 右边滑键^^^B - 左边单点、右边单点,116,270,55 + 0.4,39,A - 左边单点,A - 右边滑键,116,270,770131,29 + 0.4
F,9,"Fight For You","潘玮柏",,,分开,197 + 259、198 + 259、259 + 432,A - 左边滑键^^^A - 左边连点第 1 个,A - 左边连点第 1 个^^^A - 左边长条结尾、右边长条结尾,498,1104,78 + 0.0,259,A - 左边连点第 1 个,A - 左边长条结尾、右边长条结尾,498,1104,1996746,40 + 0.0
I,7,"I'm OK","小青龙",,红色,存气,204 + 472、205 + 471、205 + 472,A - 右边单点^^^B - 左边白球,A - 右边白球^^^B - 右边白球,218,590,93 + 0.0,491、492、493、494、495、496、497、498,B - 左边滑键,B - 左边白球,218,590,1578226,47 + 0.0
W,6,"Wonderland","gugudan",,红色,分开,166 + 295、166 + 308、166 + 309、167 + 295、167 + 308、167 + 309,A - 左边白球^^^B - 左边单点,A - 左边白球^^^B - 左边滑键,215,411,76 - 0.5,295、308、309,B - 左边单点,B - 左边滑键,215,411,1095588,38 + 0.0
,,"没有你的冬季","阿云嘎",,,分开,254 + 497,A - 左边单点、右边单点^^^B - 左边单点、右边单点,A - 左边长条中间^^^B - 左边单点、右边单点,346,643,70 - 0.1,497,B - 左边单点、右边单点,B - 左边单点、右边单点,346,643,1350166,35 + 0.0
,,"带我走","杨丞琳",,,分开,133 + 518,A - 右边单点^^^B - 左边单点,A - 左边长条结尾、右边长条结尾^^^B - 左边长条结尾、右边长条结尾,344,719,56 + 0.2,133、518,A - 右边单点,A - 左边长条结尾、右边长条结尾,344,719,1211432,28 + 0.1
,,"我的梦","张靓颖",,红色,分开,142 + 331,A - 左边单点^^^B - 左边单点,A - 左边单点^^^B - 右边单点,194,515,71 + 0.0,142、331,A - 左边单点,A - 左边单点,194,515,1051541,36 - 0.5
,,"Badass Woman","Meghan Trainor",,红色,分开,156 + 326、156 + 327、156 + 336、157 + 326、157 + 327、157 + 336、166 + 326、166 + 327、166 + 336,A - 左边单点^^^B - 右边单点,A - 右边单点^^^B - 左边单点,225,467,53 + 0.2,156、157、166、326、327、336,A - 左边单点,A - 右边单点,225,467,836851,27 - 0.4
,,"All Mine","f(x)",,红色,分开,347 + 557,B - 右边白球^^^B - 左边单点,B - 左边单点^^^B - 左边长条开始,314,611,56 - 0.1,347,B - 右边白球,B - 左边单点,314,611,1010312,29 - 0.3
,,"长腿叔叔","袁娅维",,红色,分开,309 + 377,B - 左边滑键、右边单点^^^B - 右边单点,B - 左边长条结尾、右边长条结尾^^^B - 左边长条中间,176,417,64 - 0.3,309,B - 左边滑键、右边单点,B - 左边长条结尾、右边长条结尾,176,417,853383,33 - 0.2
,,"Booty Music","Git Fresh",,红色,分开,330 + 386,B - 右边长条中间^^^B - 左边白球,B - 左边单点^^^B - 左边长条结尾、右边白球,193,454,60 + 0.4,386,B - 左边白球,B - 左边长条结尾、右边白球,193,454,1088434,32 + 0.0
,,"芥末巧克力","杨丞琳",,红色,分开,94 + 237,A - 左边白球^^^B - 左边连点第 2 个,A - 右边白球^^^B - 右边白球,145,355,71 - 0.4,237,B - 左边连点第 2 个,B - 右边白球,145,355,1139409,36 + 0.0
D,10,"大艺术家(困难版)","蔡依林",,,分开,735 + 1001、736 + 1001、737 + 1001、738 + 1001,B - 左边连点第 1 个^^^B - 左边单点,B - 右边单点^^^B - 左边滑键、右边单点,612,1103,96 - 0.3,735、736、737、738,B - 左边连点第 1 个,B - 右边单点,612,1103,2314395,50 + 0.0
,,"可以了","陈奕迅",,红色,分开,284 + 337、284 + 338、284 + 339、284 + 340、284 + 342,B - 左边连点第 1 个^^^B - 右边单点,B - 左边白球^^^B - 右边连点第 1 个,220,428,60 + 0.0,284、337、338、339、340、342,B - 左边连点第 1 个,B - 左边白球,220,428,1044472,30 + 0.0
K,6,"KNOCK KNOCK","TWICE",,红色,分开,147 + 302、148 + 302,A - 右边滑键^^^B - 左边单点,A - 左边单点^^^B - 右边白球,190,507,65 + 0.3,147、148,A - 右边滑键,A - 左边单点,190,507,1172139,33 + 0.1
R,8,"Radiant","TANGRAM",,,分开,261 + 672,A - 左边单点、右边长条开始^^^B - 左边长条开始、右边单点,A - 右边长条开始^^^B - 左边长条开始,415,858,79 - 0.2,261、672,A - 左边单点、右边长条开始,A - 右边长条开始,415,858,1680502,39 + 0.4
S,10,"帅一个","罗志祥",,,分开,196 + 479、196 + 480、197 + 479、197 + 480,A - 左边滑键^^^B - 右边滑键,A - 左边单点^^^B - 右边单点,349,785,96 + 0.0,196、197、479、480,A - 左边滑键,A - 左边单点,349,785,2074642,48 + 0.0
,,"全部都是你","Dragon Pig",,红色,分开,72 + 226、72 + 240,A - 左边长条开始、右边长条开始^^^B - 左边长条开始,A - 右边白球^^^B - 左边滑键、右边单点,168,336,56 + 0.0,226、240,B - 左边长条开始,B - 左边滑键、右边单点,168,336,746374,28 + 0.0
S,9,"Sparkling Daydream","ZAQ",,,分开,590 + 672、590 + 673、590 + 676、590 + 677、590 + 678、590 + 679,B - 左边单点、右边长条开始^^^B - 右边滑键,B - 左边白球^^^B - 左边白球,352,820,82 + 0.3,672、673、676、677、678、679,B - 右边滑键,B - 左边白球,352,820,2253311,43 - 0.5
T,8,"to the beginning","Kalafina",,,分开,791 + 866,B - 左边单点、右边单点^^^B - 右边长条开始,B - 右边单点^^^B - 左边长条结尾、右边长条结尾,625,949,73 - 0.4,866,B - 右边长条开始,B - 左边长条结尾、右边长条结尾,625,949,1667763,37 + 0.3
,,"我们是太阳","筷子兄弟",,,分开,156 + 239、156 + 444、156 + 527、239 + 444、239 + 527、444 + 527,A - 左边单点^^^A - 右边单点,A - 右边长条中间^^^A - 右边长条中间,304,618,53 - 0.4,156、239、444、527,A - 左边单点,A - 右边长条中间,304,618,1014592,26 + 0.3
,,"勋章","鹿晗",,红色,存气,128 + 216、129 + 215、130 + 214、135 + 214、135 + 222,A - 左边滑键^^^B - 左边连点第 2 个,A - 右边连点第 3 个^^^B - 右边白球,155,322,56 - 0.5,211,B - 右边白球,B - 右边长条结尾,155,322,687709,28 + 0.0
M,7,"Magic Dream","APPRIL",,红色,分开,158 + 361,A - 右边白球^^^B - 左边白球,A - 左边单点^^^B - 左边单点,287,539,79 + 0.0,361,B - 左边白球,B - 左边单点,287,539,1423225,40 + 0.0
B,6,"Bright Spring","M2U",,,分开,183 + 347、183 + 348、184 + 347、184 + 348,A - 右边长条中间^^^B - 左边连点第 3 个,A - 左边连点第 2 个^^^B - 右边白球,243,538,64 + 0.4,347、348,B - 左边连点第 3 个,B - 右边白球,243,538,1242551,32 + 0.3
M,10,"MY舞☆TONIGHT","Aqours",,,分开,348 + 811、348 + 814,A - 左边长条开始、右边单点^^^B - 左边单点,A - 左边滑键、右边单点^^^B - 右边白球,516,1083,80 - 0.3,348,A - 左边长条开始、右边单点,A - 左边滑键、右边单点,516,1083,2759780,40 + 0.1
,,"Synchronise","INFINITE",,红色,存气,255 + 537、257 + 535、258 + 535、258 + 534、258 + 535、260 + 532,A - 右边连点第 1 个^^^B - 左边长条开始、右边长条开始,A - 左边单点^^^B - 左边白球,294,604,59 + 0.0,541,B - 左边长条中间、右边长条中间,B - 左边白球,294,604,1063704,30 + 0.2
,,"漫过","吴映香",,红色,分开,142 + 474、143 + 474、144 + 474、145 + 474,A - 左边单点^^^B - 右边白球,A - 左边白球^^^B - 左边连点第 2 个,266,551,62 + 0.4,474,B - 右边白球,B - 左边连点第 2 个,266,551,1055395,31 + 0.2
,,"Just Dance","Lady GaGa",,,分开,80 + 463,A - 右边白球^^^B - 右边单点,A - 左边滑键^^^B - 左边长条开始,254,539,57 - 0.3,80,A - 右边白球,A - 左边滑键,254,539,1144210,29 + 0.4
W,7,"我只喜欢你","胡夏",,,分开,201 + 479、201 + 480、479 + 604、480 + 604,A - 左边单点^^^B - 右边单点,A - 左边白球^^^B - 左边连点第 1 个,248,651,62 + 0.1,479、480,B - 右边单点,B - 左边连点第 1 个,248,651,1410147,31 + 0.1
,,"七つ紅葉灯","木制みゅーと",,,分开,402 + 697、402 + 700、408 + 697、408 + 700,A - 左边单点、右边长条中间^^^B - 右边白球,A - 左边长条中间、右边单点^^^B - 左边连点第 1 个,581,1161,110 + 0.4,697、700,B - 右边白球,B - 左边连点第 1 个,581,1161,2992921,56 + 0.0
,,"Talk Dirty","Jason Derulo/2",,红色,分开,99 + 245、100 + 245、101 + 245、115 + 245,A - 右边连点第 1 个^^^B - 左边长条开始,A - 右边连点第 1 个^^^B - 左边单点,201,296,44 - 0.3,245,B - 左边长条开始,B - 左边单点,201,296,671888,23 + 0.1
L,8,"凉凉(困难版)","杨宗纬/张碧晨",,,分开,340 + 1043,A - 右边长条中间^^^B - 右边长条开始,A - 右边单点^^^B - 左边单点,671,1333,83 + 0.2,1043,B - 右边长条开始,B - 左边单点,671,1333,2491144,44 - 0.5
R,6,"如果当时","胡夏",,红色,分开,241 + 364,B - 左边单点^^^B - 右边单点,B - 左边白球^^^B - 左边单点,235,510,67 - 0.1,364,B - 右边单点,B - 左边单点,235,510,1103495,34 + 0.2
B,6,"Boys","Charli XCX",,,分开,223 + 387,A - 左边长条开始^^^B - 右边白球,A - 右边白球^^^B - 左边长条结尾,291,598,57 + 0.0,387,B - 右边白球,B - 左边长条结尾,291,598,1239476,30 + 0.1
L,10,"林中鸟(困难版)","葛林",,蓝色,分开,419 + 706、419 + 707、420 + 706、420 + 707,A - 右边白球^^^B - 右边白球,A - 左边滑键、右边单点^^^B - 左边单点,543,1243,72 + 0.2,419、420,A - 右边白球,A - 左边滑键、右边单点,543,1243,2689562,36 + 0.4
