字母,等级,歌名,歌手,突变,技能,类型,双排爆点,开头描述,结尾描述,半cb,全cb,双指数,单排爆点,开头描述,结尾描述,半cb,全cb,分数,单指数
G,6,"歌谣","李荣浩",,,存气,231 + 345,A - 右边长条开始^^^B - 左边白球、右边长条开始,A - 左边单点、右边单点^^^B - 左边长条中间,260,574,67 + 0.3,463,B - 右边长条中间,B - 左边滑键,260,574,1409822,33 + 0.3
B,7,"表白","萧亚轩",,红色,分开,234 + 529,B - 左边单点^^^B - 左边长条中间,B - 左边长条结尾、右边单点^^^B - 左边单点,233,569,73 - 0.2,529,B - 左边长条中间,B - 左边单点,233,569,1359998,37 + 0.3
,,"The Fire","吉克隽逸",,红色,分开,147 + 323、147 + 324、148 + 323、148 + 324,A - 左边单点^^^B - 右边单点,A - 左边单点、右边滑键^^^B - 左边滑键、右边单点,238,456,72 - 0.2,147、148、323、324,A - 左边单点,A - 左边单点、右边滑键,238,456,1003572,36 - 0.1
X,6,"幸福的节拍","杨丞琳",,红色,分开,196 + 400、196 + 401,A - 右边滑键^^^B - 左边连点第 1 个,A - 左边长条结尾、右边长条结尾^^^B - 左边连点第 3 个,259,584,68 + 0.3,196,A - 右边滑键,A - 左边长条结尾、右边长条结尾,259,584,1293400,36 - 0.5
C,9,"Crossing Field","LiSA",,,分开,974 + 1059,B - 左边单点、右边单点^^^B - 左边白球,B - 左边长条结尾^^^B - 右边长条中间,509,1142,66 + 0.0,1059,B - 左边白球,B - 右边长条中间,509,1142,1884557,33 + 0.2
H,6,"好想告诉你","谷泽智文",,红色,分开,305 + 416、305 + 417、306 + 416、306 + 417、306 + 416、306 + 417、306 + 416、306 + 417、306 + 416、306 + 417,B - 左边滑键^^^B - 左边单点,B - 左边白球^^^B - 左边白球,232,561,68 - 0.4,305、306、307,B - 左边滑键,B - 左边白球,232,561,1283341,34 + 0.1
,,"爱的就是你","刘佳",,红色,分开,124 + 223,A - 右边单点^^^B - 右边连点第 1 个,A - 右边连点第 3 个^^^B - 左边长条开始,152,299,51 + 0.3,223,B - 右边连点第 1 个,B - 左边长条开始,152,299,853922,27 - 0.2
S,6,"Sky","Steerner",,红色,分开,83 + 385,A - 左边单点^^^B - 右边白球,A - 左边单点^^^B - 右边长条中间,192,548,66 + 0.1,83,A - 左边单点,A - 左边单点,192,548,1283176,36 + 0.0
W,6,"What Do You Mean?","Justin Bieber",,红色,分开,133 + 421,A - 左边长条结尾、右边白球^^^B - 右边白球,A - 右边白球^^^B - 左边白球,200,462,69 + 0.0,421,B - 右边白球,B - 左边白球,200,462,1286415,35 + 0.0
,,"Long Kiss Good Bye","Halcali",,,分开,135 + 415、135 + 416、135 + 417、136 + 415、136 + 416、136 + 417,A - 左边长条中间^^^B - 右边单点,A - 左边白球^^^B - 左边连点第 1 个,296,675,64 - 0.1,415、416、417,B - 右边单点,B - 左边连点第 1 个,296,675,1355507,32 + 0.4
,,"剩下的盛夏","TFBOYS",,红色,分开,307 + 419,B - 左边连点第 1 个^^^B - 左边单点,B - 左边长条开始、右边长条结尾^^^B - 左边白球,221,447,64 - 0.4,419,B - 左边单点,B - 左边白球,221,447,918606,32 + 0.0
A,9,"曖昧スクリーム","平野绫",,,分开,453 + 909,A - 右边白球^^^B - 右边白球,A - 左边长条结尾^^^B - 右边长条结尾,592,1143,71 + 0.2,453、909,A - 右边白球,A - 左边长条结尾,592,1143,2207115,36 - 0.4
,,"下个，路口，见","李宇春",,红色,分开,119 + 293、119 + 298、119 + 293、119 + 298、119 + 293、119 + 298、119 + 293、119 + 298、119 + 293、119 + 298,A - 左边长条开始^^^B - 左边长条开始,A - 右边白球^^^B - 右边白球,189,377,50 + 0.0,119、124、293、298,A - 左边长条开始,A - 右边白球,189,377,712628,25 + 0.0
,,"Turn Up","周汤豪",,红色,分开,153 + 398、153 + 414、169 + 398、169 + 414、169 + 398、169 + 414、169 + 398、169 + 414、169 + 398、169 + 414,A - 左边单点^^^B - 右边单点,A - 左边白球^^^B - 右边白球,231,467,60 + 0.0,153、169、398、414,A - 左边单点,A - 左边白球,231,467,1048080,30 + 0.0
,,"淘汰","陈奕迅",,红色,分开,272 + 316,B - 右边单点^^^B - 左边长条开始,B - 右边连点第 2 个^^^B - 右边长条结尾,200,472,59 - 0.1,272,B - 右边单点,B - 右边连点第 2 个,200,472,898943,31 - 0.4
,,"万有引力","汪苏泷",,红色,分开,65 + 132,B - 左边长条开始、右边长条开始^^^B - 右边长条开始,B - 左边单点、右边单点^^^B - 右边白球,62,185,46 - 0.5,65,B - 左边长条开始、右边长条开始,B - 左边单点、右边单点,62,185,497001,25 + 0.2
V,10,"Victory(困难版)","Bond",,,分开,819 + 949、820 + 949、821 + 949、822 + 949、823 + 949,B - 右边连点第 1 个^^^B - 右边连点第 2 个,B - 右边白球^^^B - 左边单点、右边单点,548,990,104 + 0.0,949,B - 右边连点第 2 个,B - 左边单点、右边单点,548,990,3246279,54 + 0.0
N,9,"你，有没有过","林俊杰",100,,分开,474 + 739,B - 左边滑键、右边长条开始^^^B - 左边滑键、右边滑键,B - 右边长条中间^^^B - 右边长条中间,423,995,85 + 0.3,739,B - 左边滑键、右边滑键,B - 右边长条中间,423,995,2082404,44 + 0.3
Z,9,"仲夏","王北车",,,分开,205 + 640、208 + 640、210 + 640,A - 右边白球^^^B - 右边白球,A - 右边长条中间^^^B - 左边长条中间,436,1014,67 - 0.3,640,B - 右边白球,B - 左边长条中间,436,1014,2013176,33 + 0.4
,,"因你而在","林俊杰",,红色,存气,200 + 257,A - 左边白球^^^B - 左边连点第 1 个,A - 左边长条结尾、右边长条结尾^^^B - 左边长条中间,239,502,65 - 0.5,177,A - 右边白球,A - 左边长条中间、右边长条中间,239,502,1057926,32 + 0.3
R,9,"Rolling Star","YUI",20,,存气,399 + 838、399 + 839,A - 右边白球^^^B - 右边单点,A - 右边单点^^^B - 右边白球,423,927,76 + 0.4,833,B - 左边连点第 1 个,B - 左边单点,423,927,1710301,38 + 0.4
,,"丑八怪","薛之谦",,红色,分开,129 + 379,A - 左边白球^^^B - 右边白球,A - 右边长条中间^^^B - 左边长条中间,204,536,75 + 0.0,129、379,A - 左边白球,A - 右边长条中间,204,536,1291675,38 - 0.5
,,"微微一笑很倾城","杨洋",,,分开,136 + 367、137 + 367,A - 左边连点第 1 个^^^B - 右边连点第 2 个,A - 右边单点^^^B - 右边白球,229,522,61 - 0.5,367,B - 右边连点第 2 个,B - 右边白球,229,522,1209256,31 - 0.3
,,"再见安打","唐禹哲",,红色,分开,51 + 169,A - 右边单点^^^B - 左边单点、右边单点,A - 左边单点、右边单点^^^B - 左边长条结尾,91,276,49 + 0.4,169,B - 左边单点、右边单点,B - 左边长条结尾,91,276,655314,25 - 0.5
,,"夜空中最亮的星","逃跑计划",,红色,分开,190 + 362,A - 左边单点^^^B - 左边连点第 2 个,A - 右边长条开始^^^B - 右边白球,292,568,65 - 0.3,362,B - 左边连点第 2 个,B - 右边白球,292,568,1053586,33 + 0.3
,,"桃花旗袍","BY2",100,红色,分开,208 + 254,B - 右边白球^^^B - 右边连点第 2 个,B - 左边单点^^^B - 左边单点、右边长条结尾,142,355,65 + 0.2,236、254,B - 左边连点第 2 个,B - 左边长条结尾、右边单点,142,355,926788,36 + 0.1
W,6,"What Makes You Beautiful","One Direction",50,红色,分开,414 + 498,B - 左边白球^^^B - 右边长条中间,B - 左边长条中间、右边白球^^^B - 左边长条结尾、右边长条结尾,223,563,66 + 0.0,498,B - 右边长条中间,B - 左边长条结尾、右边长条结尾,223,563,1154239,33 + 0.3
W,9,"Wake up!","AAA",,,分开,316 + 441,B - 左边长条中间^^^B - 右边白球,B - 左边长条结尾、右边长条结尾^^^B - 左边长条中间、右边长条中间,242,747,93 + 0.4,441,B - 右边白球,B - 左边长条中间、右边长条中间,242,747,1947646,50 + 0.3
S,7,"什么什么","蔡依林",50,,分开,157 + 387、157 + 388、157 + 389、157 + 390、157 + 391、157 + 392、158 + 387、158 + 388、158 + 389、158 + 390,A - 右边连点第 1 个^^^B - 右边连点第 1 个,A - 右边连点第 2 个^^^B - 右边连点第 2 个,264,584,69 + 0.0,157、158、159、160、161、162、387、388、389、390,A - 右边连点第 1 个,A - 右边连点第 2 个,264,584,1524385,35 - 0.5
,,"凉凉","杨宗纬/张碧晨",,红色,分开,342 + 423,B - 左边白球^^^B - 右边白球,B - 左边滑键^^^B - 右边长条中间,158,468,51 - 0.1,342,B - 左边白球,B - 左边滑键,158,468,784785,27 + 0.0
,,"Flower Dance","DJ OKAWARI",,红色,分开,65 + 178,A - 左边连点第 2 个^^^B - 左边单点,A - 左边白球^^^B - 左边滑键,129,272,52 + 0.0,178,B - 左边单点,B - 左边滑键,129,272,628290,27 + 0.0
*,9,"プライド革命","CHiCO with HoneyWorks",,,分开,345 + 761、345 + 762、345 + 764、345 + 761、345 + 762、345 + 764、345 + 761、345 + 762、345 + 764、345 + 761,A - 右边滑键^^^B - 左边滑键,A - 右边单点^^^B - 左边单点,401,823,72 + 0.0,348、764,A - 左边滑键,A - 右边白球,401,823,1973181,36 + 0.0
B,9,"Butter Fly","和田光司",,,存气,402 + 921、402 + 923,A - 左边滑键、右边长条开始^^^B - 左边长条中间,A - 左边单点^^^B - 左边白球、右边长条中间,469,1031,85 + 0.2,913、916、918、921、923,B - 左边单点、右边长条中间,B - 左边长条中间、右边连点第 2 个,469,1031,2142448,43 + 0.3
,,"漫时光","QQ炫舞",,,分开,262 + 409,B - 左边单点^^^B - 右边单点,B - 左边长条结尾^^^B - 左边长条结尾、右边长条结尾,261,445,52 + 0.3,409,B - 右边单点,B - 左边长条结尾、右边长条结尾,261,445,1065576,26 + 0.4
B,9,"Be My Baby","Wonder Girls",,,分开,204 + 275、204 + 276、204 + 277、275 + 522、276 + 522、277 + 522,A - 右边单点^^^A - 左边单点,A - 左边长条结尾、右边白球^^^A - 左边长条结尾、右边白球,483,767,71 - 0.5,275、276、277,A - 左边单点,A - 左边长条结尾、右边白球,483,767,1844215,36 - 0.5
,,"走着走着就散了","庄心妍",,红色,分开,359 + 410,B - 右边连点第 1 个^^^B - 左边长条中间,B - 右边白球^^^B - 左边长条结尾、右边长条结尾,236,512,63 - 0.3,410,B - 左边长条中间,B - 左边长条结尾、右边长条结尾,236,512,1113919,32 - 0.3
D,9,"单线告别","接个吻，开一枪/刘至佳",,,存气,348 + 570,A - 左边长条中间^^^B - 左边单点、右边单点,A - 右边白球^^^B - 右边单点,368,710,68 + 0.2,103、105、414、416,A - 右边连点第 1 个,A - 左边白球,368,710,1660396,34 + 0.0
,,"FIVE","Apink",,红色,分开,183 + 327,A - 左边单点、右边单点^^^B - 左边单点、右边单点,A - 左边单点^^^B - 左边单点,239,402,58 + 0.0,183、327,A - 左边单点、右边单点,A - 左边单点,239,402,999854,29 + 0.0
A,7,"Apple Is A","T-ara",,红色,分开,127 + 356、128 + 356、129 + 356、130 + 356、131 + 356,A - 右边连点第 1 个^^^B - 左边单点,A - 右边白球^^^B - 左边单点、右边单点,192,385,68 + 0.0,127、128、129、130、131,A - 右边连点第 1 个,A - 右边白球,192,385,1041586,35 + 0.0
,,"小情歌","苏打绿",,红色,分开,342 + 394,B - 左边滑键^^^B - 右边白球,B - 左边单点^^^B - 右边单点,186,458,61 + 0.3,342,B - 左边滑键,B - 左边单点,186,458,1069613,31 + 0.4
B,6,"白骑士","QQ炫舞原创",,,分开,355 + 419、355 + 549、355 + 550,B - 左边长条结尾、右边白球^^^B - 右边白球,B - 右边连点第 2 个^^^B - 右边单点,298,605,61 - 0.1,355,B - 左边长条结尾、右边白球,B - 右边连点第 2 个,298,605,1205106,31 + 0.1
,,"Hola","Flo Rida/Maluma",,红色,分开,45 + 212,A - 左边长条开始^^^B - 右边白球,A - 左边滑键^^^B - 左边长条中间,156,295,54 - 0.1,45,A - 左边长条开始,A - 左边滑键,156,295,859066,28 + 0.0
Y,9,"邮递马车","Hermann Necke",,红色,分开,252 + 372、252 + 373、252 + 374、252 + 375、252 + 376、252 + 377、252 + 378、252 + 387、252 + 388、252 + 390,B - 右边长条中间^^^B - 右边连点第 1 个,B - 左边单点、右边长条结尾^^^B - 右边单点,202,512,73 - 0.4,252,B - 右边长条中间,B - 左边单点、右边长条结尾,202,512,1370012,39 - 0.4
Y,6,"原点","徐梦圆",,,分开,222 + 698,A - 左边长条中间^^^B - 右边长条中间,A - 右边单点^^^B - 左边单点,448,924,62 + 0.4,222、698,A - 左边长条中间,A - 右边单点,448,924,1455972,31 + 0.2
,,"棉花糖","至上励合",,红色,分开,103 + 133、103 + 134、103 + 135、103 + 148、103 + 134、103 + 135、103 + 148、103 + 134、103 + 135、103 + 148,B - 右边白球^^^B - 右边单点,B - 右边白球^^^B - 左边白球,95,228,46 + 0.0,133、134、135、148,B - 右边单点,B - 左边白球,95,228,632931,23 + 0.0
B,7,"Bing Bing","Crayon Pop",,,分开,128 + 577、128 + 578、129 + 577、129 + 578、141 + 577、141 + 578、141 + 577、141 + 578、141 + 577、141 + 578,A - 右边单点^^^B - 左边连点第 1 个,A - 右边连点第 2 个^^^B - 左边滑键、右边长条结尾,373,720,61 - 0.2,577、578,B - 左边连点第 1 个,B - 左边滑键、右边长条结尾,373,720,1757704,32 - 0.1
,,"炫舞","陈伟霆",,,分开,257 + 599、258 + 599,A - 左边滑键^^^B - 右边单点,A - 左边单点、右边长条结尾^^^B - 左边长条结尾、右边长条结尾,354,682,52 - 0.1,599,B - 右边单点,B - 左边长条结尾、右边长条结尾,354,682,1117849,28 + 0.1
,,"You Are","GOT7",100,红色,分开,281 + 347,B - 右边长条中间^^^B - 左边长条开始,B - 左边单点、右边单点^^^B - 左边单点、右边长条结尾,188,443,60 - 0.3,347,B - 左边长条开始,B - 左边单点、右边长条结尾,188,443,795704,32 + 0.3
M,8,"马上上马","庄园",,,分开,280 + 533,A - 左边单点^^^B - 右边单点,A - 右边白球^^^B - 左边白球,375,665,86 + 0.0,533,B - 右边单点,B - 左边白球,375,665,1845602,45 + 0.0
G,10,"Get It On The Floor","DMX",,,分开,373 + 732,A - 右边白球^^^B - 右边白球,A - 右边连点第 2 个^^^B - 右边连点第 2 个,447,836,76 + 0.0,373、732,A - 右边白球,A - 右边连点第 2 个,447,836,2193608,38 + 0.0
,,"直到世界终结 ","WANDS",,红色,分开,154 + 190,B - 左边白球^^^B - 右边白球,B - 左边长条开始^^^B - 左边长条中间,122,363,61 + 0.3,154,B - 左边白球,B - 左边长条开始,122,363,829092,31 - 0.2
B,9,"Bright Burning Shout","T.M.Revolution",,,分开,321 + 944,A - 右边单点^^^B - 左边单点,A - 左边长条开始^^^B - 右边长条开始,547,1130,74 - 0.4,321、944,A - 右边单点,A - 左边长条开始,547,1130,2326338,37 - 0.2
J,9,"禁绝边境线","Walküre",,,分开,567 + 661,B - 右边长条中间^^^B - 左边长条开始,B - 右边滑键^^^B - 左边白球,399,971,91 - 0.5,627,B - 右边白球,B - 右边白球,399,971,2150044,46 - 0.2
*,10,"123我爱你(困难版)","新乐尘符",,,分开,310 + 701,A - 左边单点^^^B - 右边单点,A - 左边单点、右边单点^^^B - 右边白球,430,896,82 + 0.0,310,A - 左边单点,A - 左边单点、右边单点,430,896,2180988,41 + 0.0
,,"绿光","孙燕姿",,红色,分开,121 + 389、121 + 391、121 + 392、121 + 389、121 + 391、121 + 392、121 + 389、121 + 391、121 + 392、121 + 389,A - 右边白球^^^B - 左边单点、右边单点,A - 左边白球^^^B - 右边单点,171,437,73 + 0.0,389、391、392,B - 左边单点、右边单点,B - 右边单点,171,437,1081300,39 - 0.5
,,"吸引定律","Awaken-F",,红色,分开,116 + 258,A - 左边长条开始^^^B - 右边长条开始,A - 右边白球^^^B - 左边白球,167,340,52 + 0.0,116、258,A - 左边长条开始,A - 右边白球,167,340,858581,26 + 0.0
,,"让我心动","Apink",,红色,分开,222 + 346,B - 右边单点^^^B - 左边单点、右边白球,B - 左边白球^^^B - 右边长条结尾,173,422,62 - 0.3,346,B - 左边单点、右边白球,B - 右边长条结尾,173,422,1090372,33 - 0.5
,,"唐人","孙子涵",100,红色,分开,67 + 155、67 + 156,A - 左边单点^^^B - 左边单点,A - 右边长条中间^^^B - 右边长条结尾,136,377,54 - 0.1,67,A - 左边单点,A - 右边长条中间,136,377,904625,28 + 0.0
R,10,"Remember","FTISLAND",,,分开,409 + 945,A - 左边滑键、右边长条开始^^^B - 左边长条开始、右边滑键,A - 左边长条中间、右边长条中间^^^B - 左边长条中间、右边长条中间,707,1277,75 + 0.0,409、945,A - 左边滑键、右边长条开始,A - 左边长条中间、右边长条中间,707,1277,2464115,38 - 0.5
B,7,"Brave Heart","宮崎歩",,,分开,333 + 382、333 + 383、333 + 384、333 + 385、333 + 382、333 + 383、333 + 384、333 + 385、333 + 382、333 + 383,A - 右边白球^^^A - 右边单点,A - 右边单点^^^A - 左边单点,438,746,62 + 0.2,381、383、384,A - 右边单点,A - 左边长条结尾、右边长条结尾,438,746,1525564,31 + 0.2
J,9,"Just Like Fire","P!nk",,,分开,468 + 716,B - 左边长条开始、右边单点^^^B - 左边长条开始、右边单点,B - 右边长条中间^^^B - 右边连点第 1 个,313,766,80 + 0.3,716,B - 左边长条开始、右边单点,B - 右边连点第 1 个,313,766,1987221,41 + 0.2
,,"我的朋友","TFBOYS",,,分开,596 + 704,B - 左边长条中间、右边长条开始^^^B - 左边长条开始、右边长条中间,B - 左边白球^^^B - 右边单点,454,909,88 + 0.3,596,B - 左边长条中间、右边长条开始,B - 左边白球,454,909,2068990,44 + 0.4
,,"不朽之罪","双笙/玄觞",,红色,分开,195 + 255,B - 左边长条中间^^^B - 右边长条中间,B - 左边白球^^^B - 右边白球,118,309,57 + 0.4,255,B - 右边长条中间,B - 右边白球,118,309,801440,29 + 0.2
S,7,"Sugar Rush","吴映洁",,红色,分开,206 + 465,A - 右边长条开始^^^B - 右边滑键,A - 右边白球^^^B - 右边长条中间,273,548,71 - 0.1,206,A - 右边长条开始,A - 右边白球,273,548,1232527,36 - 0.5
G,9,"孤注一掷的舞者","DOES",,,分开,444 + 484、444 + 485,B - 右边长条开始^^^B - 右边滑键,B - 左边单点^^^B - 左边单点,432,800,79 - 0.5,462、463、464、465、466、467,B - 右边单点,B - 右边连点第 2 个,432,800,1856472,41 - 0.5
Q,8,"青鸟","生物股长",,,分开,503 + 641,B - 左边单点^^^B - 右边白球,B - 右边白球^^^B - 左边连点第 2 个,357,779,87 - 0.4,503,B - 左边单点,B - 右边白球,357,779,2215755,45 - 0.5
,,"触动心触动爱","BY2",,红色,分开,40 + 249,A - 右边滑键^^^B - 左边单点,A - 右边滑键^^^B - 左边单点、右边单点,116,270,53 + 0.4,40,A - 右边滑键,A - 右边滑键,116,270,765269,28 + 0.4
F,9,"Fight For You","潘玮柏",,,分开,198 + 260,A - 右边单点^^^A - 左边连点第 2 个,A - 左边连点第 2 个^^^A - 左边长条结尾、右边长条结尾,498,1104,77 + 0.0,260,A - 左边连点第 2 个,A - 左边长条结尾、右边长条结尾,498,1104,1995015,39 + 0.0
I,7,"I'm OK","小青龙",,红色,存气,204 + 470、205 + 469,A - 右边单点^^^B - 左边单点,A - 右边白球^^^B - 左边白球,218,590,91 + 0.0,499,B - 左边白球,B - 左边长条开始,218,590,1574513,46 + 0.3
W,6,"Wonderland","gugudan",,红色,分开,151 + 295、151 + 309、151 + 310、152 + 295、152 + 309、152 + 310、165 + 295、165 + 309、165 + 310、165 + 295,A - 左边单点^^^B - 左边单点,A - 右边单点^^^B - 右边单点,215,411,73 - 0.5,295、309、310,B - 左边单点,B - 右边单点,215,411,1090284,37 + 0.0
,,"没有你的冬季","阿云嘎",,,分开,254 + 521,A - 左边单点、右边单点^^^B - 左边白球,A - 左边长条开始、右边单点^^^B - 右边长条开始,346,643,69 - 0.5,254,A - 左边单点、右边单点,A - 左边长条开始、右边单点,346,643,1348954,34 + 0.3
,,"带我走","杨丞琳",,,分开,173 + 558,A - 左边长条开始、右边长条开始^^^B - 左边长条开始、右边长条开始,A - 左边长条中间^^^B - 右边长条中间,344,719,55 - 0.4,173、558,A - 左边长条开始、右边长条开始,A - 左边长条中间,344,719,1210049,27 + 0.3
,,"我的梦","张靓颖",,红色,分开,142 + 331、142 + 333、143 + 331、143 + 333、144 + 331、144 + 333,A - 左边单点^^^B - 左边单点,A - 右边单点^^^B - 左边单点,194,515,69 + 0.0,142、144、331、333,A - 左边单点,A - 右边单点,194,515,1046237,35 - 0.5
,,"Badass Woman","Meghan Trainor",,红色,分开,156 + 326、156 + 327、156 + 337、157 + 326、157 + 327、157 + 337、167 + 326、167 + 327、167 + 337,A - 左边单点^^^B - 右边单点,A - 左边长条结尾^^^B - 右边长条结尾,225,467,51 + 0.2,156、157、167、326、327、337,A - 左边单点,A - 左边长条结尾,225,467,831547,26 - 0.4
,,"All Mine","f(x)",,红色,分开,342 + 557,B - 左边长条开始^^^B - 左边单点,B - 右边白球^^^B - 右边单点,314,611,55 + 0.1,342,B - 左边长条开始,B - 右边白球,314,611,1007659,28 + 0.2
,,"长腿叔叔","袁娅维",,红色,分开,309 + 378,B - 左边滑键、右边单点^^^B - 左边长条开始,B - 左边长条中间、右边长条中间^^^B - 左边长条结尾,176,417,62 + 0.1,309,B - 左边滑键、右边单点,B - 左边长条中间、右边长条中间,176,417,847019,32 - 0.4
,,"Booty Music","Git Fresh",,红色,分开,332 + 387,B - 右边长条中间^^^B - 右边连点第 1 个,B - 左边单点^^^B - 左边长条开始,193,454,58 + 0.1,387,B - 右边连点第 1 个,B - 左边长条开始,193,454,1079417,30 + 0.3
,,"芥末巧克力","杨丞琳",,红色,分开,76 + 238,A - 左边单点^^^B - 右边单点,A - 左边白球^^^B - 右边白球,145,355,69 + 0.0,238,B - 右边单点,B - 右边白球,145,355,1134105,35 + 0.0
D,10,"大艺术家(困难版)","蔡依林",,,分开,735 + 1002、736 + 1002、737 + 1002、738 + 1002,B - 左边连点第 1 个^^^B - 左边白球,B - 左边单点^^^B - 左边滑键、右边单点,612,1103,94 - 0.3,735、736、737、738,B - 左边连点第 1 个,B - 左边单点,612,1103,2312664,49 + 0.0
,,"可以了","陈奕迅",,红色,分开,285 + 337、285 + 338、285 + 339、285 + 340、285 + 341,B - 左边连点第 2 个^^^B - 右边单点,B - 左边白球^^^B - 左边单点,220,428,58 + 0.0,285、337、338、339、340、341,B - 左边连点第 2 个,B - 左边白球,220,428,1039168,29 + 0.0
K,6,"KNOCK KNOCK","TWICE",,红色,分开,142 + 303、142 + 304,A - 左边长条开始^^^B - 右边滑键,A - 左边长条结尾、右边单点^^^B - 右边白球,190,507,64 - 0.2,142,A - 左边长条开始,A - 左边长条结尾、右边单点,190,507,1169486,33 - 0.4
R,8,"Radiant","TANGRAM",,,分开,261 + 672,A - 左边单点、右边长条开始^^^B - 左边长条开始、右边单点,A - 左边长条中间^^^B - 右边长条中间,415,858,77 + 0.0,261、672,A - 左边单点、右边长条开始,A - 左边长条中间,415,858,1678945,39 - 0.5
S,10,"帅一个","罗志祥",,,分开,196 + 479、196 + 480、197 + 479、197 + 480,A - 左边滑键^^^B - 右边滑键,A - 右边白球^^^B - 左边白球,349,785,94 + 0.0,196、197、479、480,A - 左边滑键,A - 右边白球,349,785,2072911,47 + 0.0
,,"全部都是你","Dragon Pig",,红色,分开,129 + 228、228 + 297,A - 左边单点、右边单点^^^B - 左边长条中间,A - 右边单点^^^B - 左边滑键、右边单点,168,336,54 - 0.4,228,B - 左边长条中间,B - 左边滑键、右边单点,168,336,741601,27 + 0.1
S,9,"Sparkling Daydream","ZAQ",,,分开,607 + 673、607 + 674、607 + 676、607 + 677、607 + 678、607 + 679、607 + 680,B - 左边长条开始、右边长条开始^^^B - 左边连点第 1 个,B - 右边单点^^^B - 左边白球,352,820,79 + 0.4,673、674、676、677、678、679、680,B - 左边连点第 1 个,B - 左边白球,352,820,2251580,42 - 0.5
T,8,"to the beginning","Kalafina",,,分开,791 + 866,B - 左边单点、右边单点^^^B - 右边长条开始,B - 右边单点^^^B - 左边长条结尾、右边长条结尾,625,949,73 - 0.4,866,B - 右边长条开始,B - 左边长条结尾、右边长条结尾,625,949,1667763,37 + 0.3
,,"我们是太阳","筷子兄弟",,,分开,156 + 239、156 + 444、156 + 527、239 + 444、239 + 527、444 + 527,A - 左边单点^^^A - 右边单点,A - 右边长条开始^^^A - 右边长条开始,304,618,51 + 0.4,156、239、444、527,A - 左边单点,A - 右边长条开始,304,618,1013554,26 - 0.3
,,"勋章","鹿晗",,红色,存气,135 + 222,A - 右边白球^^^B - 左边白球,A - 右边连点第 3 个^^^B - 左边连点第 2 个,155,322,55 - 0.4,211,B - 右边白球,B - 右边长条中间,155,322,684527,27 + 0.4
M,7,"Magic Dream","APPRIL",,红色,分开,158 + 361,A - 右边白球^^^B - 左边白球,A - 右边白球^^^B - 右边白球,287,539,77 + 0.0,361,B - 左边白球,B - 右边白球,287,539,1417921,39 + 0.0
B,6,"Bright Spring","M2U",,,分开,185 + 350、186 + 350,A - 右边长条结尾^^^B - 右边长条中间,A - 左边连点第 2 个^^^B - 左边单点,243,538,63 - 0.1,185、186,A - 右边长条结尾,A - 左边连点第 2 个,243,538,1241162,32 - 0.5
M,10,"MY舞☆TONIGHT","Aqours",,,分开,691 + 1024,B - 左边白球^^^B - 左边单点、右边单点,B - 右边长条中间^^^B - 左边单点、右边单点,516,1083,78 - 0.5,1024,B - 左边单点、右边单点,B - 左边单点、右边单点,516,1083,2757695,39 - 0.1
,,"Synchronise","INFINITE",,红色,分开,254 + 537、258 + 535,A - 左边单点^^^B - 左边长条开始、右边长条开始,A - 左边单点^^^B - 右边连点第 3 个,294,604,58 + 0.0,537,B - 左边长条开始、右边长条开始,B - 右边连点第 3 个,294,604,1062642,30 + 0.0
,,"漫过","吴映香",,红色,分开,147 + 445,A - 左边长条中间^^^B - 右边长条中间,A - 左边滑键^^^B - 右边滑键,266,551,61 - 0.4,147、445,A - 左边长条中间,A - 左边滑键,266,551,1050620,30 + 0.3
,,"Just Dance","Lady GaGa",,,分开,80 + 463,A - 右边白球^^^B - 右边单点,A - 右边单点^^^B - 右边白球,254,539,55 + 0.4,80,A - 右边白球,A - 右边单点,254,539,1142479,28 + 0.4
W,7,"我只喜欢你","胡夏",,,分开,202 + 476、202 + 605、476 + 605,A - 右边白球^^^B - 左边白球,A - 右边长条开始^^^B - 左边长条开始,248,651,61 - 0.4,202、476、605,A - 右边白球,A - 右边长条开始,248,651,1408765,30 + 0.3
,,"七つ紅葉灯","木制みゅーと",,,分开,400 + 697、402 + 697、406 + 697、408 + 697,A - 右边长条开始^^^B - 右边白球,A - 左边单点、右边长条中间^^^B - 右边连点第 2 个,581,1161,108 - 0.2,697,B - 右边白球,B - 右边连点第 2 个,581,1161,2991190,55 + 0.0
,,"Talk Dirty","Jason Derulo/2",,红色,分开,117 + 252,A - 右边长条中间^^^B - 右边单点,A - 右边单点^^^B - 右边白球,201,296,43 - 0.3,252,B - 右边单点,B - 右边白球,201,296,671359,23 + 0.0
L,8,"凉凉(困难版)","杨宗纬/张碧晨",,,分开,342 + 1045,A - 右边长条中间^^^B - 右边长条中间,A - 右边单点^^^B - 左边单点,671,1333,82 - 0.3,1045,B - 右边长条中间,B - 左边单点,671,1333,2489587,43 - 0.4
R,6,"如果当时","胡夏",,红色,分开,235 + 359,B - 右边单点^^^B - 左边长条开始,B - 左边单点^^^B - 左边连点第 2 个,235,510,66 - 0.1,359,B - 左边长条开始,B - 左边连点第 2 个,235,510,1100842,34 - 0.3
B,6,"Boys","Charli XCX",,,分开,233 + 387,A - 右边白球^^^B - 右边白球,A - 左边长条中间^^^B - 左边长条中间,291,598,56 - 0.4,387,B - 右边白球,B - 左边长条中间,291,598,1238438,30 - 0.5
