字母,等级,歌名,歌手,突变,技能,类型,双排爆点,开头描述,结尾描述,半cb,全cb,双指数,单排爆点,开头描述,结尾描述,半cb,全cb,分数,单指数
T,7,"Timber","Pitbull",,红色,分开,254 + 339、254 + 340、254 + 342、255 + 339、255 + 340、255 + 342、255 + 340、255 + 342、255 + 340、255 + 342,B - 右下角数字 4 单点^^^B - 右上角数字 1 绿条中间,B - 左下角数字 9 单点^^^B - 左上角数字 1 绿条中间、右边数字 2 单点,149,399,58 + 0.4,339、340、342,B - 右上角数字 1 绿条中间,B - 左上角数字 1 绿条中间、右边数字 2 单点,149,399,1054405,29 + 0.4
M,7,"Mimimi","Serebro",,红色,分开,165 + 310、165 + 311、166 + 310、166 + 311、166 + 310、166 + 311、166 + 310、166 + 311,A - 左边数字 2 绿条中间^^^B - 左边数字 2 绿条中间,A - 左边数字 5 单点^^^B - 左边数字 5 单点,205,380,58 + 0.2,165、166、310、311,A - 左边数字 2 绿条中间,A - 左边数字 5 单点,205,380,1076253,29 + 0.1
H,6,"黑暗骑士","林俊杰/五月天",,红色,分开,116 + 324、116 + 325、116 + 326、116 + 324、116 + 325、116 + 326、116 + 324、116 + 325、116 + 326、116 + 324,A - 右上角数字 2 单点^^^B - 右边数字 2 单点,A - 左上角数字 4 蓝条结尾、右上角数字 5 单点^^^B - 左上角数字 4 蓝条结尾、右上角数字 5 单点,194,372,58 + 0.0,324、325、326,B - 右边数字 2 单点,B - 左上角数字 4 蓝条结尾、右上角数字 5 单点,194,372,912015,30 + 0.0
,,"剩下的盛夏","TFBOYS",,红色,存气,81 + 168,A - 左下角数字 3 蓝条中间^^^B - 左下角数字 1 单点,A - 右下角数字 6 蓝条结尾^^^B - 右边数字 8 单点、左边数字 8 单点,97,220,49 - 0.4,175,B - 右下角数字 6 蓝条开始,B - 右边数字 8 单点、左边数字 8 单点,97,220,597774,25 - 0.4
,,"Numb","Linkin Park",,红色,分开,199 + 234、200 + 234、201 + 234、202 + 234,B - 右边数字 6 单点^^^B - 右上角数字 5 蓝条开始,B - 左上角数字 1 蓝条中间^^^B - 右上角数字 7 单点,123,280,44 + 0.2,199、200、201、202,B - 右边数字 6 单点,B - 左上角数字 1 蓝条中间,123,280,586079,25 + 0.0
A,10,"曖昧スクリーム","平野绫",,,分开,322 + 621、324 + 621、325 + 621、326 + 621、328 + 621,A - 左下角数字 2 单点、右下角数字 2 单点^^^B - 右上角数字 2 蓝条开始,A - 左下角数字 3 蓝条中间、右下角数字 3 蓝条中间^^^B - 右上角数字 6 蓝条结尾、左下角数字 7 绿条开始,493,920,81 + 0.0,322、324、325、326、328,A - 左下角数字 2 单点、右下角数字 2 单点,A - 左下角数字 3 蓝条中间、右下角数字 3 蓝条中间,493,920,2468110,41 - 0.3
W,10,"无可取代","李雪岩",,,分开,67 + 122、67 + 123,A - 右上角数字 1 蓝条结尾、下面数字 2 单点^^^A - 左边数字 3 单点,A - 左上角数字 5 蓝条结尾、上面数字 1 单点^^^A - 左下角数字 11 蓝条结尾、右上角数字 1 单点,407,872,85 - 0.3,122、123,A - 左边数字 3 单点,A - 左下角数字 11 蓝条结尾、右上角数字 1 单点,407,872,2120186,44 - 0.1
,,"今天你要嫁给我","陶喆/蔡依林",,红色,存气,79 + 120,A - 右下角数字 5 单点^^^B - 右上角数字 1 单点,A - 左上角数字 6 单点^^^B - 左下角数字 3 单点,80,168,27 + 0.2,120,B - 右上角数字 1 单点,B - 右上角数字 1 单点,80,168,344961,14 - 0.3
T,9,"to the beginning","Kalafina",,,存气,345 + 545、346 + 544,A - 右下角数字 6 单点^^^B - 左边数字 2 蓝条开始、右边数字 2 蓝条开始,A - 左下角数字 10 蓝条结尾、右下角数字 10 蓝条结尾^^^B - 左下角数字 9 绿条开始,369,652,81 - 0.3,545,B - 左边数字 2 蓝条开始、右边数字 2 蓝条开始,B - 右上角数字 5 蓝条结尾、上面数字 6 单点,369,652,1660624,42 + 0.2
S,6,"Sometimes","Kat Graham",,红色,分开,45 + 173、45 + 174、45 + 176,A - 右下角数字 3 单点^^^B - 左上角数字 3 单点,A - 右上角数字 5 蓝条结尾^^^B - 右上角数字 1 单点,158,275,55 - 0.1,45,A - 右下角数字 3 单点,A - 右上角数字 5 蓝条结尾,158,275,787419,29 - 0.1
,,"明天，你好","牛奶咖啡",,红色,分开,103 + 139,B - 左上角数字 3 蓝条开始^^^B - 左下角数字 3 蓝条开始,B - 右上角数字 6 绿条开始^^^B - 左上角数字 6 绿条开始,91,202,42 + 0.2,103、139,B - 左上角数字 3 蓝条开始,B - 右上角数字 6 绿条开始,91,202,583293,21 + 0.1
,,"万有引力","汪苏泷",,红色,分开,23 + 110,A - 左上角数字 5 单点^^^B - 右上角数字 3 单点,A - 右边数字 7 绿条中间^^^B - 左上角数字 4 绿条结尾,46,138,26 - 0.3,110,B - 右上角数字 3 单点,B - 左上角数字 4 绿条结尾,46,138,298232,13 - 0.5
L,6,"恋爱循环","花泽香菜",,红色,分开,195 + 225、195 + 226、196 + 225、196 + 226、196 + 225、196 + 226、196 + 225、196 + 226、196 + 225、196 + 226,B - 左边数字 2 单点^^^B - 左边数字 4 单点,B - 右上角数字 2 蓝条中间^^^B - 左边数字 6 蓝条中间,172,318,54 + 0.1,195、196、197、200、201、202、203、204,B - 左边数字 2 单点,B - 右上角数字 2 蓝条中间,172,318,855777,28 + 0.0
,,"淋雨一直走","张韶涵",,红色,分开,60 + 155、60 + 156、60 + 155、60 + 156、60 + 155、60 + 156、60 + 155、60 + 156、60 + 155、60 + 156,A - 左上角数字 4 单点^^^B - 右上角数字 4 单点,A - 中间数字 10 单点^^^B - 左边数字 10 单点,97,192,48 - 0.2,155、156,B - 右上角数字 4 单点,B - 左边数字 10 单点,97,192,508432,24 - 0.1
B,9,"Bubble Pop!","泫雅",,红色,分开,159 + 372、159 + 374、159 + 375、161 + 372、161 + 374、161 + 375、161 + 372、161 + 374、161 + 375、161 + 372,A - 左下角数字 13 单点^^^B - 左下角数字 13 单点,A - 左下角数字 12 单点、右下角数字 12 单点^^^B - 左下角数字 12 单点、右下角数字 12 单点,251,501,72 - 0.4,372、374、375,B - 左下角数字 13 单点,B - 左下角数字 12 单点、右下角数字 12 单点,251,501,1501517,40 - 0.2
,,"娃娃脸","后弦",,红色,存气,134 + 255、134 + 256、135 + 255、135 + 254、135 + 255、135 + 256、136 + 254、136 + 255、136 + 254、136 + 255,A - 左上角数字 1 单点^^^B - 右下角数字 3 蓝条开始,A - 左上角数字 5 单点、右上角数字 5 单点^^^B - 下面数字 1 蓝条中间,162,333,52 + 0.0,259、260、261,B - 左边数字 5 单点,B - 下面数字 1 蓝条中间,162,333,907983,26 + 0.0
H,10,"Hacking to the Gate","伊藤加奈子",,,分开,293 + 599、293 + 603、293 + 604、297 + 599、297 + 603、297 + 604、298 + 599、298 + 603、298 + 604,A - 右下角数字 3 单点、左下角数字 3 单点^^^B - 右下角数字 3 单点、左下角数字 3 单点,A - 右上角数字 2 单点^^^B - 右上角数字 2 单点,429,735,92 + 0.0,293、297、298、599、603、604,A - 右下角数字 3 单点、左下角数字 3 单点,A - 右上角数字 2 单点,429,735,2049505,46 + 0.0
L,6,"绿光","孙燕姿",,红色,分开,172 + 249、172 + 251、172 + 253,B - 右下角数字 1 单点^^^B - 左边数字 5 单点,B - 左边数字 5 绿条开始^^^B - 右上角数字 9 单点、上面数字 9 单点,114,295,59 + 0.1,249、251、253,B - 左边数字 5 单点,B - 右上角数字 9 单点、上面数字 9 单点,114,295,861850,32 - 0.1
P,7,"Poker Face","Lady Gaga",,红色,分开,74 + 199,A - 左边数字 8 单点^^^B - 左边数字 8 单点,A - 右上角数字 2 蓝条结尾、左下角数字 3 单点^^^B - 右上角数字 2 蓝条结尾、左下角数字 3 单点,141,284,74 + 0.0,199,B - 左边数字 8 单点,B - 右上角数字 2 蓝条结尾、左下角数字 3 单点,141,284,1015014,37 + 0.0
,,"因你而在","林俊杰",,红色,分开,82 + 111、82 + 175、82 + 176,A - 左上角数字 1 蓝条中间^^^A - 中间数字 5 绿条开始,A - 左上角数字 1 单点^^^A - 右上角数字 6 蓝条结尾,137,276,46 + 0.0,82,A - 左上角数字 1 蓝条中间,A - 左上角数字 1 单点,137,276,699959,26 + 0.0
,,"浪漫惊喜","kent王健",,红色,存气,41 + 132,A - 左上角数字 5 单点^^^B - 右上角数字 1 单点,A - 左上角数字 5 绿条结尾、右下角数字 5 绿条结尾^^^B - 左下角数字 6 单点,74,189,35 + 0.2,39,A - 右下角数字 3 单点,A - 左上角数字 5 绿条中间、右下角数字 5 绿条中间,74,189,418600,18 - 0.1
T,8,"太过爱你","MC梦",,红色,分开,278 + 325、278 + 326、278 + 327、278 + 328、278 + 329、278 + 330、278 + 325、278 + 326、278 + 327、278 + 328,B - 右下角数字 5 单点^^^B - 左边数字 2 单点,B - 左边数字 14 单点^^^B - 下面数字 7 单点,194,425,61 - 0.4,325、326、327、328、329、330,B - 左边数字 2 单点,B - 下面数字 7 单点,194,425,1026319,31 - 0.4
D,6,"Doraradora","Fujigami Mai",,,分开,47 + 240、47 + 241、47 + 242,A - 右下角数字 9 单点^^^B - 左边数字 7 单点,A - 右下角数字 4 单点^^^B - 右下角数字 3 蓝条中间,222,436,58 + 0.0,240、241、242,B - 左边数字 7 单点,B - 右下角数字 3 蓝条中间,222,436,1125899,29 + 0.0
X,7,"小星星","汪苏泷",,,分开,318 + 412、318 + 413、318 + 412、318 + 413、318 + 412、318 + 413、318 + 412、318 + 413、318 + 412、318 + 413,B - 右边数字 6 单点^^^B - 左下角数字 6 绿条中间,B - 左上角数字 8 蓝条结尾^^^B - 左下角数字 10 单点,219,452,57 - 0.1,412、413,B - 左下角数字 6 绿条中间,B - 左下角数字 10 单点,219,452,1222160,29 + 0.3
M,7,"没有选择","胡彦斌",,,存气,157 + 266、157 + 311,A - 左下角数字 4 蓝条开始^^^B - 右下角数字 3 单点,A - 右上角数字 12 蓝条结尾^^^B - 右边数字 8 单点,179,375,57 - 0.3,266、311,B - 右下角数字 3 单点,B - 右上角数字 6 单点,179,375,1125837,27 - 0.1
,,"爱的就是你","刘佳",,红色,分开,71 + 136、71 + 137、72 + 136、72 + 137、72 + 136、72 + 137、72 + 136、72 + 137,A - 左下角数字 6 绿条中间^^^B - 右下角数字 2 单点,A - 右下角数字 6 单点^^^B - 右下角数字 5 单点,91,184,34 + 0.1,136、137,B - 右下角数字 2 单点,B - 右下角数字 5 单点,91,184,519508,17 - 0.1
L,7,"Look What You Made Me Do","Taylor Swift",,红色,存气,175 + 335、176 + 334、178 + 332、178 + 334、178 + 335、179 + 331、179 + 334,A - 右上角数字 7 单点^^^B - 左上角数字 1 蓝条中间,A - 左下角数字 5 单点^^^B - 右上角数字 1 蓝条结尾、左上角数字 1 蓝条结尾,201,435,67 - 0.2,166、167、168、169、170、322、323、324、325,A - 右下角数字 10 单点,A - 右上角数字 1 蓝条结尾、左上角数字 1 蓝条结尾,201,435,1147939,32 + 0.0
,,"不朽之罪","双笙/玄觞",,红色,分开,114 + 149,B - 左上角数字 1 单点^^^B - 右下角数字 1 单点,B - 左边数字 4 单点^^^B - 右边数字 4 单点,67,183,30 + 0.0,114、149,B - 左上角数字 1 单点,B - 左边数字 4 单点,67,183,385916,15 + 0.0
B,6,"不醉不会","田馥甄",,红色,分开,154 + 252,A - 左上角数字 2 蓝条中间^^^B - 左上角数字 13 单点,A - 右上角数字 11 蓝条结尾、左下角数字 12 绿条开始^^^B - 左下角数字 3 绿条中间,206,402,55 - 0.3,154,A - 左上角数字 2 蓝条中间,A - 右上角数字 11 蓝条结尾、左下角数字 12 绿条开始,206,402,931252,30 - 0.5
B,9,"表白","萧亚轩",,红色,分开,253 + 397、326 + 397,B - 右边数字 10 单点^^^B - 左下角数字 4 单点,B - 右上角数字 12 绿条开始、左上角数字 12 绿条开始^^^B - 中间数字 11 蓝条结尾、左边数字 11 蓝条结尾,179,487,73 - 0.1,397,B - 左下角数字 4 单点,B - 中间数字 11 蓝条结尾、左边数字 11 蓝条结尾,179,487,1349613,38 + 0.2
,,"桃花旗袍","BY2",,红色,分开,119 + 149、119 + 150、119 + 149、119 + 150、119 + 149、119 + 150、119 + 149、119 + 150、119 + 149、119 + 150,B - 左下角数字 4 单点^^^B - 左上角数字 4 蓝条开始,B - 左下角数字 2 单点^^^B - 左下角数字 9 蓝条中间,97,210,48 - 0.1,149、150,B - 左上角数字 4 蓝条开始,B - 左下角数字 9 蓝条中间,97,210,654459,26 - 0.1
C,6,"Checkmate","林俊杰/郑容和",,红色,分开,147 + 195、147 + 196、147 + 197、147 + 198、147 + 195、147 + 196、147 + 197、147 + 198、147 + 195、147 + 196,B - 左下角数字 5 蓝条开始^^^B - 左下角数字 2 单点,B - 右上角数字 1 蓝条结尾^^^B - 右上角数字 4 蓝条中间,138,307,52 + 0.0,147、148、151、152、153、154、195、196、197、198,B - 左下角数字 5 蓝条开始,B - 右上角数字 1 蓝条结尾,138,307,833417,26 + 0.0
J,6,"江南","林俊杰",,红色,分开,75 + 130,A - 下面数字 2 单点^^^B - 左下角数字 3 单点,A - 左下角数字 6 绿条中间^^^B - 右上角数字 8 绿条开始,118,277,48 - 0.4,130,B - 左下角数字 3 单点,B - 右上角数字 8 绿条开始,118,277,662046,25 - 0.4
L,9,"L.I.E","EXID",,红色,分开,57 + 409,A - 左下角数字 1 蓝条中间^^^B - 右上角数字 1 单点、左上角数字 1 单点,A - 左上角数字 5 单点、右上角数字 5 单点^^^B - 右边数字 6 单点,273,495,72 - 0.5,57,A - 左下角数字 1 蓝条中间,A - 左上角数字 5 单点、右上角数字 5 单点,273,495,1349374,38 + 0.0
,,"回忆那么伤","孙子涵",,红色,分开,196 + 235、196 + 236、196 + 239、196 + 240、196 + 235、196 + 236、196 + 239、196 + 240、196 + 235、196 + 236,B - 右上角数字 1 单点^^^B - 左上角数字 1 单点,B - 左上角数字 4 单点^^^B - 左上角数字 5 单点,100,266,43 - 0.1,235、236、239、240,B - 左上角数字 1 单点,B - 左上角数字 5 单点,100,266,699205,22 + 0.0
,,"非酋","薛明媛/朱贺",,红色,分开,189 + 259、190 + 259,B - 右上角数字 6 绿条结尾^^^B - 左上角数字 1 单点,B - 左下角数字 3 绿条结尾、右下角数字 4 单点^^^B - 左上角数字 3 单点,131,310,45 - 0.2,259,B - 左上角数字 1 单点,B - 左上角数字 3 单点,131,310,683782,23 - 0.4
Y,9,"YESTERDAY","Block B",,,分开,180 + 287、180 + 454,A - 左上角数字 6 单点^^^B - 左边数字 6 单点,A - 右上角数字 9 蓝条结尾、左下角数字 10 绿条开始^^^B - 左上角数字 9 蓝条结尾、右下角数字 10 绿条开始,219,523,64 + 0.1,180,A - 左上角数字 6 单点,A - 右上角数字 9 蓝条结尾、左下角数字 10 绿条开始,219,523,1518533,32 + 0.1
,,"Trap","Henry",,红色,分开,52 + 153、52 + 154、53 + 153、53 + 154、53 + 153、53 + 154、53 + 153、53 + 154、53 + 153、53 + 154,A - 右上角数字 8 单点^^^B - 左上角数字 8 单点,A - 右上角数字 2 蓝条中间^^^B - 左上角数字 12 蓝条中间,109,210,48 + 0.2,153、154,B - 左上角数字 8 单点,B - 左上角数字 12 蓝条中间,109,210,561830,24 + 0.1
Y,6,"有点甜","汪苏泷 / BY2",,红色,分开,174 + 213、174 + 214、175 + 213、175 + 214、175 + 213、175 + 214、175 + 213、175 + 214、175 + 213、175 + 214,B - 左上角数字 3 单点^^^B - 左下角数字 3 单点,B - 中间数字 4 单点^^^B - 左边数字 4 单点,117,267,48 + 0.0,174、175、213、214,B - 左上角数字 3 单点,B - 中间数字 4 单点,117,267,729222,24 + 0.0
,,"走着走着就散了","庄心妍",20,红色,分开,98 + 238、98 + 239,A - 左上角数字 1 单点^^^B - 左边数字 1 单点,A - 下面数字 5 单点^^^B - 右边数字 6 单点,143,305,48 - 0.2,238、239,B - 左边数字 1 单点,B - 右边数字 6 单点,143,305,737219,27 - 0.1
N,9,"你，有没有过","林俊杰",,红色,存气,280 + 585,A - 左下角数字 14 蓝条开始、右下角数字 14 蓝条开始^^^B - 右上角数字 6 蓝条开始、左上角数字 6 蓝条开始,A - 左下角数字 16 单点、右下角数字 16 单点^^^B - 右下角数字 11 绿条中间、左下角数字 11 绿条中间,289,716,88 + 0.2,623、625、627、629,B - 左下角数字 3 蓝条开始、右下角数字 3 蓝条开始,B - 左边数字 7 单点、右边数字 7 单点,289,716,1584444,50 - 0.2
W,7,"望","张碧晨/赵丽颖",,红色,分开,282 + 371、282 + 372、290 + 371、290 + 372、290 + 371、290 + 372、290 + 371、290 + 372、290 + 371、290 + 372,B - 右下角数字 2 单点^^^B - 右下角数字 9 绿条开始,B - 左上角数字 1 单点^^^B - 左上角数字 4 绿条中间、右上角数字 12 绿条中间,153,425,66 - 0.2,282、290、291、292、293、294、295、297、298、299,B - 右下角数字 2 单点,B - 左上角数字 1 单点,153,425,963868,33 + 0.1
S,10,"SHIORI","ClariS",,,分开,597 + 662、597 + 663,B - 下面数字 7 绿条中间、右上角数字 8 单点^^^B - 上面数字 8 单点,B - 右下角数字 10 单点^^^B - 右边数字 12 蓝条结尾、左下角数字 1 单点,291,723,91 + 0.3,662、663,B - 上面数字 8 单点,B - 右边数字 12 蓝条结尾、左下角数字 1 单点,291,723,2021823,48 + 0.0
C,10,"chAngE","miwa",,,分开,529 + 844、529 + 846、530 + 844、530 + 846、531 + 844、531 + 846、533 + 844、533 + 846、534 + 844、534 + 846,B - 右上角数字 1 蓝条开始^^^B - 右下角数字 7 单点、左下角数字 7 单点,B - 左下角数字 8 单点^^^B - 右下角数字 19 蓝条中间,440,891,75 + 0.2,529、530、531、533、534、550、551、552,B - 右上角数字 1 蓝条开始,B - 左下角数字 8 单点,440,891,2128300,38 + 0.3
K,7,"可以了","陈奕迅",,红色,分开,174 + 258、175 + 258、180 + 258、181 + 258、197 + 258、198 + 258、199 + 258、213 + 258、214 + 258,B - 右上角数字 1 单点^^^B - 右下角数字 13 蓝条中间,B - 左下角数字 4 蓝条中间^^^B - 左上角数字 1 单点、右上角数字 1 单点,155,326,57 + 0.0,258,B - 右下角数字 13 蓝条中间,B - 左上角数字 1 单点、右上角数字 1 单点,155,326,964574,29 + 0.0
G,10,"Gee","少女时代",,,分开,457 + 547、457 + 548,B - 右上角数字 1 绿条中间、左上角数字 2 单点^^^B - 左边数字 1 绿条中间,B - 左下角数字 7 单点、右下角数字 7 单点^^^B - 右上角数字 7 单点,309,616,68 + 0.3,457,B - 右上角数字 1 绿条中间、左上角数字 2 单点,B - 左下角数字 7 单点、右下角数字 7 单点,309,616,1652492,36 + 0.2
C,6,"丑八怪","薛之谦",,红色,分开,230 + 279、232 + 279,B - 左边数字 6 绿条中间^^^B - 左下角数字 1 单点,B - 左下角数字 5 单点^^^B - 右下角数字 5 单点,137,370,52 - 0.1,279,B - 左下角数字 1 单点,B - 右下角数字 5 单点,137,370,810874,26 + 0.4
N,6,"你的微笑","飞儿乐团",,红色,存气,206 + 339、206 + 341、208 + 339,A - 右上角数字 9 蓝条中间^^^B - 右上角数字 5 单点、左上角数字 5 单点,A - 右上角数字 16 单点、左上角数字 16 单点^^^B - 右上角数字 5 单点、左上角数字 5 单点,224,442,60 - 0.3,332、339,B - 右下角数字 4 绿条开始,B - 上面数字 5 单点,224,442,987385,28 + 0.1
B,8,"Baby","Justin Bieber",,红色,分开,144 + 219、144 + 220、219 + 287、220 + 287,A - 左上角数字 1 单点、右上角数字 1 单点^^^B - 左上角数字 1 单点,A - 右上角数字 5 单点^^^B - 右上角数字 5 单点,190,351,55 - 0.2,219、220,B - 左上角数字 1 单点,B - 右上角数字 5 单点,190,351,923065,28 + 0.0
,,"稀罕没理由","潘玮柏",,红色,分开,39 + 75,A - 左边数字 1 单点^^^B - 左边数字 1 单点,A - 左下角数字 8 单点^^^B - 左下角数字 3 单点,70,137,32 - 0.4,39,A - 左边数字 1 单点,A - 左下角数字 8 单点,70,137,336943,17 - 0.1
L,6,"Love Story","Taylor Swift",,红色,分开,274 + 307、274 + 308、274 + 309,B - 右上角数字 1 蓝条中间^^^B - 左下角数字 6 单点,B - 右上角数字 4 绿条结尾、左上角数字 5 单点^^^B - 左上角数字 2 单点,197,387,63 + 0.4,307、308、309,B - 左下角数字 6 单点,B - 左上角数字 2 单点,197,387,984394,35 - 0.4
F,7,"FIVE","Apink",,,分开,121 + 183、121 + 184、121 + 185、121 + 186、121 + 187、121 + 188、121 + 195、121 + 196、121 + 197、121 + 198,A - 左下角数字 3 单点^^^B - 左下角数字 4 单点,A - 右下角数字 8 单点^^^B - 左上角数字 14 蓝条中间,179,299,48 + 0.0,121、183、184、185、186、187、188、195、196、197,A - 左下角数字 3 单点,A - 右下角数字 8 单点,179,299,943920,24 + 0.0
*,10,"ペガサス幻想","MAKE-UP",,,分开,272 + 566、272 + 570、272 + 572,B - 左下角数字 2 单点、下面数字 2 单点^^^B - 左上角数字 1 单点,B - 左边数字 10 单点^^^B - 下面数字 4 蓝条结尾、下面数字 4 蓝条结尾,264,629,79 + 0.0,566、570、572,B - 左上角数字 1 单点,B - 下面数字 4 蓝条结尾、下面数字 4 蓝条结尾,264,629,1697818,40 + 0.0
D,7,"DAY BY DAY","T-ara",,红色,分开,123 + 299,A - 上面数字 4 单点、左上角数字 4 单点^^^B - 左上角数字 4 单点、右上角数字 4 单点,A - 右下角数字 7 蓝条中间^^^B - 右下角数字 7 蓝条中间,178,354,64 + 0.2,123、299,A - 上面数字 4 单点、左上角数字 4 单点,A - 右下角数字 7 蓝条中间,178,354,950985,32 + 0.1
G,7,"歌谣","李荣浩",,,分开,234 + 364,B - 左下角数字 1 单点^^^B - 右上角数字 1 单点、左上角数字 1 单点,B - 右下角数字 6 单点^^^B - 左边数字 6 单点,184,417,48 + 0.4,364,B - 右上角数字 1 单点、左上角数字 1 单点,B - 左边数字 6 单点,184,417,988623,25 + 0.0
X,8,"小情歌","苏打绿",,红色,存气,142 + 316、142 + 315、142 + 316,A - 右上角数字 1 单点^^^B - 左边数字 7 绿条结尾、右上角数字 1 单点,A - 左下角数字 12 蓝条结尾^^^B - 左下角数字 5 单点,161,390,70 + 0.3,320、321、322、323、324、325、326,B - 左上角数字 4 单点,B - 右边数字 6 蓝条中间,161,390,1103648,36 + 0.0
X,7,"炫舞国度","BOX.COM",,红色,分开,132 + 396、133 + 396,A - 中间数字 1 蓝条开始^^^B - 右下角数字 5 蓝条中间,A - 下面数字 5 单点^^^B - 左下角数字 5 绿条结尾、右上角数字 1 单点,234,499,67 - 0.1,396,B - 右下角数字 5 蓝条中间,B - 左下角数字 5 绿条结尾、右上角数字 1 单点,234,499,1199022,34 - 0.3
,,"凉凉","杨宗纬/张碧晨",,红色,分开,128 + 238,B - 右下角数字 6 单点^^^B - 右下角数字 1 单点,B - 左下角数字 12 绿条中间^^^B - 左下角数字 11 单点,99,277,33 + 0.2,238,B - 右下角数字 1 单点,B - 左下角数字 11 单点,99,277,502071,17 + 0.0
Z,7,"专属味道","汪苏泷/林希儿",,,分开,133 + 179、133 + 278、133 + 324、179 + 278、179 + 324、278 + 324,A - 右上角数字 1 单点、左上角数字 1 单点^^^A - 右下角数字 1 单点、左下角数字 1 单点,A - 中间数字 5 单点^^^A - 中间数字 5 单点,223,414,58 + 0.0,133、179、278、324,A - 右上角数字 1 单点、左上角数字 1 单点,A - 中间数字 5 单点,223,414,1106713,29 + 0.0
L,7,"Long Kiss Good Bye","Halcali",,,分开,130 + 297、130 + 298、131 + 297、131 + 298,A - 左上角数字 2 单点^^^B - 右上角数字 2 单点,A - 左下角数字 2 单点^^^B - 右下角数字 4 单点,196,443,64 - 0.2,130、131、297、298,A - 左上角数字 2 单点,A - 左下角数字 2 单点,196,443,1288740,32 - 0.1
O,6,"OKAY","王嘉尔",,红色,分开,108 + 149、108 + 150、109 + 149、109 + 150、149 + 244、149 + 245、149 + 246、149 + 256、149 + 257、149 + 244,A - 右上角数字 9 蓝条开始^^^B - 左上角数字 1 蓝条开始,A - 左上角数字 11 单点^^^B - 右上角数字 5 单点,136,306,57 + 0.0,149、150,B - 左上角数字 1 蓝条开始,B - 右上角数字 5 单点,136,306,926107,29 + 0.0
B,10,"Be My Baby","Wonder Girls",,,分开,197 + 414、197 + 416,A - 右下角数字 7 蓝条中间^^^B - 右上角数字 1 单点、左上角数字 1 单点,A - 左下角数字 10 蓝条结尾、右下角数字 1 绿条开始^^^B - 左下角数字 4 单点、右下角数字 4 单点,413,656,94 + 0.3,197,A - 右下角数字 7 蓝条中间,A - 左下角数字 10 蓝条结尾、右下角数字 1 绿条开始,413,656,1955650,50 + 0.3
L,7,"Love So Soft","Kelly Clarkson",,,分开,52 + 102、52 + 103、53 + 102、53 + 103、54 + 102、54 + 103、55 + 102、55 + 103、55 + 102、55 + 103,A - 右下角数字 6 单点^^^A - 左下角数字 5 绿条中间,A - 左边数字 1 蓝条中间^^^A - 左上角数字 3 单点,244,504,57 + 0.0,52、53、54、55,A - 右下角数字 6 单点,A - 左边数字 1 蓝条中间,244,504,1212176,31 + 0.0
,,"左边","杨丞琳",,红色,存气,162 + 329、162 + 330、162 + 333、162 + 334、162 + 335、162 + 336、163 + 329、163 + 330、163 + 333、163 + 334,A - 右边数字 7 蓝条开始^^^B - 左下角数字 7 蓝条开始,A - 左上角数字 13 蓝条结尾^^^B - 右上角数字 8 单点、上面数字 8 单点,180,386,65 - 0.1,329、330、333、334,B - 左下角数字 7 蓝条开始,B - 左下角数字 8 蓝条开始,180,386,1008436,32 + 0.0
S,7,"Sky","Steerner",,红色,分开,61 + 281、61 + 283、61 + 284、62 + 281、62 + 283、62 + 284,A - 左下角数字 9 蓝条开始^^^B - 右上角数字 2 绿条结尾、下面数字 3 蓝条开始,A - 右边数字 4 单点^^^B - 右下角数字 2 蓝条中间,138,384,64 + 0.2,281、283、284,B - 右上角数字 2 绿条结尾、下面数字 3 蓝条开始,B - 右下角数字 2 蓝条中间,138,384,1145531,33 - 0.5
,,"无限大","孙燕姿",,红色,分开,232 + 270、232 + 271、232 + 272、232 + 273、232 + 270、232 + 271、232 + 272、232 + 273、232 + 270、232 + 271,B - 左下角数字 1 单点^^^B - 左上角数字 1 单点,B - 左边数字 4 单点^^^B - 左上角数字 3 单点,198,306,48 + 0.0,232、270、271、272、273,B - 左下角数字 1 单点,B - 左边数字 4 单点,198,306,843349,24 + 0.0
H,9,"好想大声说喜欢你","BAAD",,,分开,150 + 406、150 + 408、152 + 406、152 + 408,A - 左上角数字 1 单点^^^B - 右上角数字 1 单点,A - 中间数字 6 单点、左边数字 6 单点^^^B - 中间数字 6 单点、左边数字 6 单点,256,608,69 + 0.2,150、152、406、408,A - 左上角数字 1 单点,A - 中间数字 6 单点、左边数字 6 单点,256,608,1424365,35 - 0.4
,,"下个，路口，见","李宇春",,红色,分开,146 + 175、146 + 176、146 + 175、146 + 176、146 + 175、146 + 176、146 + 175、146 + 176、146 + 175、146 + 176,B - 右上角数字 2 单点^^^B - 右下角数字 10 绿条中间,B - 右边数字 5 单点^^^B - 左下角数字 3 单点,99,199,30 + 0.4,175、176,B - 右下角数字 10 绿条中间,B - 左下角数字 3 单点,99,199,438413,15 + 0.4
B,7,"Boys","Charli XCX",,,分开,111 + 211,A - 左下角数字 5 单点^^^B - 左下角数字 5 单点,A - 左上角数字 7 蓝条结尾、右上角数字 8 单点^^^B - 左上角数字 1 蓝条结尾、右上角数字 2 单点,193,397,58 + 0.0,111、211,A - 左下角数字 5 单点,A - 左上角数字 7 蓝条结尾、右上角数字 8 单点,193,397,1130793,29 + 0.0
